Date,SKU,Predicted_Demand
2025-08-26,SKU034,23.64
2025-08-26,SKU035,24.68
2025-08-26,SKU036,25.08
2025-08-26,SKU037,36.22
2025-08-26,SKU038,37.78
2025-08-26,SKU039,24.39
2025-08-26,SKU040,25.39
2025-08-26,SKU041,25.47
2025-08-26,SKU042,24.59
2025-08-26,SKU043,24.13
2025-08-26,SKU044,33.25
2025-08-26,SKU045,34.26
2025-08-26,SKU046,22.89
2025-08-26,SKU047,23.85
2025-08-26,SKU048,24.03
2025-08-26,SKU049,24.43
2025-08-26,SKU050,24.5
2025-08-27,SKU001,35.86
2025-08-27,SKU002,35.28
2025-08-27,SKU003,25.21
2025-08-27,SKU004,23.88
2025-08-27,SKU005,24.07
2025-08-27,SKU006,24.49
2025-08-27,SKU007,24.64
2025-08-27,SKU008,33.81
2025-08-27,SKU009,33.84
2025-08-27,SKU010,23.04
2025-08-27,SKU011,22.98
2025-08-27,SKU012,23.08
2025-08-27,SKU013,23.53
2025-08-27,SKU014,23.59
2025-08-27,SKU015,25.3
2025-08-27,SKU016,23.82
2025-08-27,SKU017,19.87
2025-08-27,SKU018,20.35
2025-08-27,SKU019,21.18
2025-08-27,SKU020,21.37
2025-08-27,SKU021,21.07
2025-08-27,SKU022,23.72
2025-08-27,SKU023,22.31
2025-08-27,SKU024,21.16
2025-08-27,SKU025,21.52
2025-08-27,SKU026,21.59
2025-08-27,SKU027,20.77
2025-08-27,SKU028,20.58
2025-08-27,SKU029,22.65
2025-08-27,SKU030,21.84
2025-08-27,SKU031,22.01
2025-08-27,SKU032,20.85
2025-08-27,SKU033,20.84
2025-08-27,SKU034,20.15
2025-08-27,SKU035,19.66
2025-08-27,SKU036,21.46
2025-08-27,SKU037,23.61
2025-08-27,SKU038,20.32
2025-08-27,SKU039,19.79
2025-08-27,SKU040,19.36
2025-08-27,SKU041,19.12
2025-08-27,SKU042,19.65
2025-08-27,SKU043,23.7
2025-08-27,SKU044,25.12
2025-08-27,SKU045,19.05
2025-08-27,SKU046,19.03
2025-08-27,SKU047,19.31
2025-08-27,SKU048,19.34
2025-08-27,SKU049,19.14
2025-08-27,SKU050,23.58
2025-08-28,SKU001,23.59
2025-08-28,SKU002,19.49
2025-08-28,SKU003,19.44
2025-08-28,SKU004,18.63
2025-08-28,SKU005,19.0
2025-08-28,SKU006,19.34
2025-08-28,SKU007,21.41
2025-08-28,SKU008,20.77
2025-08-28,SKU009,19.37
2025-08-28,SKU010,19.29
2025-08-28,SKU011,18.87
2025-08-28,SKU012,19.11
2025-08-28,SKU013,18.25
2025-08-28,SKU014,21.21
2025-08-28,SKU015,21.91
2025-08-28,SKU016,20.33
2025-08-28,SKU017,17.48
2025-08-28,SKU018,17.62
2025-08-28,SKU019,17.19
2025-08-28,SKU020,17.64
2025-08-28,SKU021,21.43
2025-08-28,SKU022,22.32
2025-08-28,SKU023,17.61
2025-08-28,SKU024,18.03
2025-08-28,SKU025,17.37
2025-08-28,SKU026,18.13
2025-08-28,SKU027,17.87
2025-08-28,SKU028,22.85
2025-08-28,SKU029,26.92
2025-08-28,SKU030,18.2
2025-08-28,SKU031,17.88
2025-08-28,SKU032,18.07
2025-08-28,SKU033,18.1
2025-08-28,SKU034,18.41
2025-08-28,SKU035,24.36
2025-08-28,SKU036,25.14
2025-08-28,SKU037,17.47
2025-08-28,SKU038,17.77
2025-08-28,SKU039,18.45
2025-08-28,SKU040,17.41
2025-08-28,SKU041,17.81
2025-08-28,SKU042,23.32
2025-08-28,SKU043,23.48
2025-08-28,SKU044,17.23
2025-08-28,SKU045,17.2
2025-08-28,SKU046,17.58
2025-08-28,SKU047,17.13
2025-08-28,SKU048,17.79
2025-08-28,SKU049,25.23
2025-08-28,SKU050,26.14
2025-08-29,SKU001,17.12
2025-08-29,SKU002,17.93
2025-08-29,SKU003,17.26
2025-08-29,SKU004,17.58
2025-08-29,SKU005,17.18
2025-08-29,SKU006,20.49
2025-08-29,SKU007,20.2
2025-08-29,SKU008,18.22
2025-08-29,SKU009,17.9
2025-08-29,SKU010,18.1
2025-08-29,SKU011,18.92
2025-08-29,SKU012,18.41
2025-08-29,SKU013,21.56
2025-08-29,SKU014,19.35
2025-08-29,SKU015,16.61
2025-08-29,SKU016,16.32
2025-08-29,SKU017,15.99
2025-08-29,SKU018,15.99
2025-08-29,SKU019,17.76
2025-08-29,SKU020,18.39
2025-08-29,SKU021,18.25
2025-08-29,SKU022,17.6
2025-08-29,SKU023,17.76
2025-08-29,SKU024,17.1
2025-08-29,SKU025,17.56
2025-08-29,SKU026,17.5
2025-08-29,SKU027,18.8
2025-08-29,SKU028,20.01
2025-08-29,SKU029,16.13
2025-08-29,SKU030,16.63
2025-08-29,SKU031,17.09
2025-08-29,SKU032,16.73
2025-08-29,SKU033,16.66
2025-08-29,SKU034,20.55
2025-08-29,SKU035,20.38
2025-08-29,SKU036,16.47
2025-08-29,SKU037,16.77
2025-08-29,SKU038,15.85
2025-08-29,SKU039,16.88
2025-08-29,SKU040,16.88
2025-08-29,SKU041,23.89
2025-08-29,SKU042,23.54
2025-08-29,SKU043,16.03
2025-08-29,SKU044,16.81
2025-08-29,SKU045,15.89
2025-08-29,SKU046,16.69
2025-08-29,SKU047,17.09
2025-08-29,SKU048,27.36
2025-08-29,SKU049,24.93
2025-08-29,SKU050,16.36
2025-08-30,SKU001,15.94
2025-08-30,SKU002,16.71
2025-08-30,SKU003,17.3
2025-08-30,SKU004,16.93
2025-08-30,SKU005,25.38
2025-08-30,SKU006,24.89
2025-08-30,SKU007,17.44
2025-08-30,SKU008,17.42
2025-08-30,SKU009,17.57
2025-08-30,SKU010,16.88
2025-08-30,SKU011,17.46
2025-08-30,SKU012,25.02
2025-08-30,SKU013,23.36
2025-08-30,SKU014,17.71
2025-08-30,SKU015,19.2
2025-08-30,SKU016,18.96
2025-08-30,SKU017,19.38
2025-08-30,SKU018,18.86
2025-08-30,SKU019,21.67
2025-08-30,SKU020,23.65
2025-08-30,SKU021,18.6
2025-08-30,SKU022,19.31
2025-08-30,SKU023,19.12
2025-08-30,SKU024,19.46
2025-08-30,SKU025,19.32
2025-08-30,SKU026,23.15
2025-08-30,SKU027,23.61
2025-08-30,SKU028,22.04
2025-08-30,SKU029,22.28
2025-08-30,SKU030,22.35
2025-08-30,SKU031,19.97
2025-08-30,SKU032,19.9
2025-08-30,SKU033,22.76
2025-08-30,SKU034,23.52
2025-08-30,SKU035,18.72
2025-08-30,SKU036,18.69
2025-08-30,SKU037,19.32
2025-08-30,SKU038,18.74
2025-08-30,SKU039,18.56
2025-08-30,SKU040,20.97
2025-08-30,SKU041,21.39
2025-08-30,SKU042,18.5
2025-08-30,SKU043,19.49
2025-08-30,SKU044,19.0
2025-08-30,SKU045,19.35
2025-08-30,SKU046,19.54
2025-08-30,SKU047,23.51
2025-08-30,SKU048,24.29
2025-08-30,SKU049,21.15
2025-08-30,SKU050,20.8
2025-08-31,SKU001,19.78
2025-08-31,SKU002,21.26
2025-08-31,SKU003,18.88
2025-08-31,SKU004,22.64
2025-08-31,SKU005,23.61
2025-08-31,SKU006,20.31
2025-08-31,SKU007,20.29
2025-08-31,SKU008,19.69
2025-08-31,SKU009,21.59
2025-08-31,SKU010,20.77
2025-08-31,SKU011,22.46
2025-08-31,SKU012,22.96
2025-08-31,SKU013,21.78
2025-08-31,SKU014,21.86
2025-08-31,SKU015,21.68
2025-08-31,SKU016,20.65
2025-08-31,SKU017,21.48
2025-08-31,SKU018,22.11
2025-08-31,SKU019,22.83
2025-08-31,SKU020,22.62
2025-08-31,SKU021,22.78
2025-08-31,SKU022,22.38
2025-08-31,SKU023,22.29
2025-08-31,SKU024,23.09
2025-08-31,SKU025,25.13
2025-08-31,SKU026,26.34
2025-08-31,SKU027,21.89
2025-08-31,SKU028,23.66
2025-08-31,SKU029,22.99
2025-08-31,SKU030,23.06
2025-08-31,SKU031,22.55
2025-08-31,SKU032,24.68
2025-08-31,SKU033,26.46
2025-08-31,SKU034,22.09
2025-08-31,SKU035,22.9
2025-08-31,SKU036,22.13
2025-08-31,SKU037,23.34
2025-08-31,SKU038,23.24
2025-08-31,SKU039,26.37
2025-08-31,SKU040,25.84
2025-08-31,SKU041,23.01
2025-08-31,SKU042,23.15
2025-08-31,SKU043,22.92
2025-08-31,SKU044,23.45
2025-08-31,SKU045,23.72
2025-08-31,SKU046,27.08
2025-08-31,SKU047,27.32
2025-08-31,SKU048,23.16
2025-08-31,SKU049,21.83
2025-08-31,SKU050,22.79
2025-09-01,SKU001,22.91
2025-09-01,SKU002,22.7
2025-09-01,SKU003,29.25
2025-09-01,SKU004,30.14
2025-09-01,SKU005,23.59
2025-09-01,SKU006,23.4
2025-09-01,SKU007,23.44
2025-09-01,SKU008,23.1
2025-09-01,SKU009,23.65
2025-09-01,SKU010,33.53
2025-09-01,SKU011,35.63
2025-09-01,SKU012,24.76
2025-09-01,SKU013,24.94
2025-09-01,SKU014,24.61
2025-09-01,SKU015,25.04
2025-09-01,SKU016,24.54
2025-09-01,SKU017,38.52
2025-09-01,SKU018,36.85
2025-09-01,SKU019,25.49
2025-09-01,SKU020,24.88
2025-09-01,SKU021,25.14
2025-09-01,SKU022,24.19
2025-09-01,SKU023,25.33
2025-09-01,SKU024,36.68
2025-09-01,SKU025,36.1
2025-09-01,SKU026,27.08
2025-09-01,SKU027,25.22
2025-09-01,SKU028,25.91
2025-09-01,SKU029,25.29
2025-09-01,SKU030,25.47
2025-09-01,SKU031,34.81
2025-09-01,SKU032,34.93
2025-09-01,SKU033,27.05
2025-09-01,SKU034,25.63
2025-09-01,SKU035,25.44
2025-09-01,SKU036,25.66
2025-09-01,SKU037,25.24
2025-09-01,SKU038,28.69
2025-09-01,SKU039,29.57
2025-09-01,SKU040,26.85
2025-09-01,SKU041,25.95
2025-09-01,SKU042,26.68
2025-09-01,SKU043,25.93
2025-09-01,SKU044,26.13
2025-09-01,SKU045,33.09
2025-09-01,SKU046,32.51
2025-09-01,SKU047,27.02
2025-09-01,SKU048,26.46
2025-09-01,SKU049,26.92
2025-09-01,SKU050,26.27
2025-09-02,SKU001,27.35
2025-09-02,SKU002,31.42
2025-09-02,SKU003,29.63
2025-09-02,SKU004,25.31
2025-09-02,SKU005,25.18
2025-09-02,SKU006,26.28
2025-09-02,SKU007,26.33
2025-09-02,SKU008,26.21
2025-09-02,SKU009,28.73
2025-09-02,SKU010,29.04
2025-09-02,SKU011,23.49
2025-09-02,SKU012,24.07
2025-09-02,SKU013,24.28
2025-09-02,SKU014,23.77
2025-09-02,SKU015,25.21
2025-09-02,SKU016,30.56
2025-09-02,SKU017,30.35
2025-09-02,SKU018,25.2
2025-09-02,SKU019,25.19
2025-09-02,SKU020,24.25
2025-09-02,SKU021,25.32
2025-09-02,SKU022,24.9
2025-09-02,SKU023,28.74
2025-09-02,SKU024,29.15
2025-09-02,SKU025,23.99
2025-09-02,SKU026,23.99
2025-09-02,SKU027,25.37
2025-09-02,SKU028,25.21
2025-09-02,SKU029,25.01
2025-09-02,SKU030,30.81
2025-09-02,SKU031,31.77
2025-09-02,SKU032,26.04
2025-09-02,SKU033,25.66
2025-09-02,SKU034,25.83
2025-09-02,SKU035,26.25
2025-09-02,SKU036,27.72
2025-09-02,SKU037,31.75
2025-09-02,SKU038,32.79
2025-09-02,SKU039,26.62
2025-09-02,SKU040,26.71
2025-09-02,SKU041,26.63
2025-09-02,SKU042,27.22
2025-09-02,SKU043,26.68
2025-09-02,SKU044,33.08
2025-09-02,SKU045,35.18
2025-09-02,SKU046,24.82
2025-09-02,SKU047,25.32
2025-09-02,SKU048,24.65
2025-09-02,SKU049,25.81
2025-09-02,SKU050,25.82
2025-09-03,SKU001,34.12
2025-09-03,SKU002,36.17
2025-09-03,SKU003,24.17
2025-09-03,SKU004,24.09
2025-09-03,SKU005,24.13
2025-09-03,SKU006,24.98
2025-09-03,SKU007,24.67
2025-09-03,SKU008,34.79
2025-09-03,SKU009,35.04
2025-09-03,SKU010,25.15
2025-09-03,SKU011,23.67
2025-09-03,SKU012,24.15
2025-09-03,SKU013,24.64
2025-09-03,SKU014,25.15
2025-09-03,SKU015,35.39
2025-09-03,SKU016,32.52
2025-09-03,SKU017,23.18
2025-09-03,SKU018,23.36
2025-09-03,SKU019,23.8
2025-09-03,SKU020,23.17
2025-09-03,SKU021,23.79
2025-09-03,SKU022,35.83
2025-09-03,SKU023,37.57
2025-09-03,SKU024,23.25
2025-09-03,SKU025,22.34
2025-09-03,SKU026,22.95
2025-09-03,SKU027,23.14
2025-09-03,SKU028,23.18
2025-09-03,SKU029,25.35
2025-09-03,SKU030,26.0
2025-09-03,SKU031,21.82
2025-09-03,SKU032,23.51
2025-09-03,SKU033,22.79
2025-09-03,SKU034,23.52
2025-09-03,SKU035,23.23
2025-09-03,SKU036,27.06
2025-09-03,SKU037,26.17
2025-09-03,SKU038,23.29
2025-09-03,SKU039,21.79
2025-09-03,SKU040,22.92
2025-09-03,SKU041,22.46
2025-09-03,SKU042,20.6
2025-09-03,SKU043,24.38
2025-09-03,SKU044,24.19
2025-09-03,SKU045,22.14
2025-09-03,SKU046,21.26
2025-09-03,SKU047,21.26
2025-09-03,SKU048,23.24
2025-09-03,SKU049,21.98
2025-09-03,SKU050,24.36
2025-09-04,SKU001,24.4
2025-09-04,SKU002,21.89
2025-09-04,SKU003,21.94
2025-09-04,SKU004,21.31
2025-09-04,SKU005,21.56
2025-09-04,SKU006,21.89
2025-09-04,SKU007,25.35
2025-09-04,SKU008,24.79
2025-09-04,SKU009,19.45
2025-09-04,SKU010,20.59
2025-09-04,SKU011,19.51
2025-09-04,SKU012,20.02
2025-09-04,SKU013,20.64
2025-09-04,SKU014,24.16
2025-09-04,SKU015,25.18
2025-09-04,SKU016,21.3
2025-09-04,SKU017,20.85
2025-09-04,SKU018,21.65
2025-09-04,SKU019,20.5
2025-09-04,SKU020,20.09
2025-09-04,SKU021,23.47
2025-09-04,SKU022,23.85
2025-09-04,SKU023,20.16
2025-09-04,SKU024,20.35
2025-09-04,SKU025,19.82
2025-09-04,SKU026,19.31
2025-09-04,SKU027,19.22
2025-09-04,SKU028,21.99
2025-09-04,SKU029,22.31
2025-09-04,SKU030,19.67
2025-09-04,SKU031,19.3
2025-09-04,SKU032,19.12
2025-09-04,SKU033,19.49
2025-09-04,SKU034,20.19
2025-09-04,SKU035,23.83
2025-09-04,SKU036,24.86
2025-09-04,SKU037,19.86
2025-09-04,SKU038,20.07
2025-09-04,SKU039,19.88
2025-09-04,SKU040,20.37
2025-09-04,SKU041,19.23
2025-09-04,SKU042,24.96
2025-09-04,SKU043,26.11
2025-09-04,SKU044,19.57
2025-09-04,SKU045,19.41
2025-09-04,SKU046,18.52
2025-09-04,SKU047,19.0
2025-09-04,SKU048,18.68
2025-09-04,SKU049,28.19
2025-09-04,SKU050,25.42
2025-09-05,SKU001,19.44
2025-09-05,SKU002,19.09
2025-09-05,SKU003,19.09
2025-09-05,SKU004,19.67
2025-09-05,SKU005,19.28
2025-09-05,SKU006,27.98
2025-09-05,SKU007,27.04
2025-09-05,SKU008,20.6
2025-09-05,SKU009,21.48
2025-09-05,SKU010,20.22
2025-09-05,SKU011,20.08
2025-09-05,SKU012,20.68
2025-09-05,SKU013,26.78
2025-09-05,SKU014,27.38
2025-09-05,SKU015,20.19
2025-09-05,SKU016,19.54
2025-09-05,SKU017,19.82
2025-09-05,SKU018,19.33
2025-09-05,SKU019,19.65
2025-09-05,SKU020,23.04
2025-09-05,SKU021,21.84
2025-09-05,SKU022,18.74
2025-09-05,SKU023,18.7
2025-09-05,SKU024,19.43
2025-09-05,SKU025,19.33
2025-09-05,SKU026,19.19
2025-09-05,SKU027,21.73
2025-09-05,SKU028,19.88
2025-09-05,SKU029,18.91
2025-09-05,SKU030,18.43
2025-09-05,SKU031,19.34
2025-09-05,SKU032,19.98
2025-09-05,SKU033,19.66
2025-09-05,SKU034,22.0
2025-09-05,SKU035,21.9
2025-09-05,SKU036,18.75
2025-09-05,SKU037,18.19
2025-09-05,SKU038,17.68
2025-09-05,SKU039,18.65
2025-09-05,SKU040,18.46
2025-09-05,SKU041,21.34
2025-09-05,SKU042,22.84
2025-09-05,SKU043,17.34
2025-09-05,SKU044,17.37
2025-09-05,SKU045,17.28
2025-09-05,SKU046,18.15
2025-09-05,SKU047,17.47
2025-09-05,SKU048,21.18
2025-09-05,SKU049,22.19
2025-09-05,SKU050,17.47
2025-09-06,SKU001,17.81
2025-09-06,SKU002,16.63
2025-09-06,SKU003,17.72
2025-09-06,SKU004,18.2
2025-09-06,SKU005,22.49
2025-09-06,SKU006,23.15
2025-09-06,SKU007,17.22
2025-09-06,SKU008,16.54
2025-09-06,SKU009,16.98
2025-09-06,SKU010,17.19
2025-09-06,SKU011,16.86
2025-09-06,SKU012,25.64
2025-09-06,SKU013,25.53
2025-09-06,SKU014,17.04
2025-09-06,SKU015,17.4
2025-09-06,SKU016,16.11
2025-09-06,SKU017,16.27
2025-09-06,SKU018,16.96
2025-09-06,SKU019,25.05
2025-09-06,SKU020,25.63
2025-09-06,SKU021,17.13
2025-09-06,SKU022,17.3
2025-09-06,SKU023,17.91
2025-09-06,SKU024,17.56
2025-09-06,SKU025,17.76
2025-09-06,SKU026,23.55
2025-09-06,SKU027,24.25
2025-09-06,SKU028,17.06
2025-09-06,SKU029,17.62
2025-09-06,SKU030,18.07
2025-09-06,SKU031,18.38
2025-09-06,SKU032,19.2
2025-09-06,SKU033,21.93
2025-09-06,SKU034,22.46
2025-09-06,SKU035,19.3
2025-09-06,SKU036,19.21
2025-09-06,SKU037,19.62
2025-09-06,SKU038,18.66
2025-09-06,SKU039,19.31
2025-09-06,SKU040,22.82
2025-09-06,SKU041,23.5
2025-09-06,SKU042,19.4
2025-09-06,SKU043,19.44
2025-09-06,SKU044,20.14
2025-09-06,SKU045,20.07
2025-09-06,SKU046,19.51
2025-09-06,SKU047,22.55
2025-09-06,SKU048,22.44
2025-09-06,SKU049,19.25
2025-09-06,SKU050,19.24
2025-09-07,SKU001,18.73
2025-09-07,SKU002,18.84
2025-09-07,SKU003,20.72
2025-09-07,SKU004,22.44
2025-09-07,SKU005,23.55
2025-09-07,SKU006,20.92
2025-09-07,SKU007,22.14
2025-09-07,SKU008,21.33
2025-09-07,SKU009,22.24
2025-09-07,SKU010,22.12
2025-09-07,SKU011,22.42
2025-09-07,SKU012,21.53
2025-09-07,SKU013,21.32
2025-09-07,SKU014,22.53
2025-09-07,SKU015,24.93
2025-09-07,SKU016,21.45
2025-09-07,SKU017,22.35
2025-09-07,SKU018,21.49
2025-09-07,SKU019,22.12
2025-09-07,SKU020,21.96
2025-09-07,SKU021,22.19
2025-09-07,SKU022,22.97
2025-09-07,SKU023,21.18
2025-09-07,SKU024,21.83
2025-09-07,SKU025,20.28
2025-09-07,SKU026,20.78
2025-09-07,SKU027,20.69
2025-09-07,SKU028,22.72
2025-09-07,SKU029,22.65
2025-09-07,SKU030,21.45
2025-09-07,SKU031,21.92
2025-09-07,SKU032,21.02
2025-09-07,SKU033,20.58
2025-09-07,SKU034,20.36
2025-09-07,SKU035,23.55
2025-09-07,SKU036,25.42
2025-09-07,SKU037,21.3
2025-09-07,SKU038,21.99
2025-09-07,SKU039,21.23
2025-09-07,SKU040,21.88
2025-09-07,SKU041,21.47
2025-09-07,SKU042,26.7
2025-09-07,SKU043,26.85
2025-09-07,SKU044,21.49
2025-09-07,SKU045,23.11
2025-09-07,SKU046,23.61
2025-09-07,SKU047,22.25
2025-09-07,SKU048,22.68
2025-09-07,SKU049,27.77
2025-09-07,SKU050,27.19
2025-09-08,SKU001,23.92
2025-09-08,SKU002,24.16
2025-09-08,SKU003,25.07
2025-09-08,SKU004,25.06
2025-09-08,SKU005,23.28
2025-09-08,SKU006,26.98
2025-09-08,SKU007,28.96
2025-09-08,SKU008,24.43
2025-09-08,SKU009,24.34
2025-09-08,SKU010,24.73
2025-09-08,SKU011,23.62
2025-09-08,SKU012,24.16
2025-09-08,SKU013,27.43
2025-09-08,SKU014,27.63
2025-09-08,SKU015,23.41
2025-09-08,SKU016,23.94
2025-09-08,SKU017,24.59
2025-09-08,SKU018,24.89
2025-09-08,SKU019,22.49
2025-09-08,SKU020,32.74
2025-09-08,SKU021,32.87
2025-09-08,SKU022,23.33
2025-09-08,SKU023,24.21
2025-09-08,SKU024,23.56
2025-09-08,SKU025,23.22
2025-09-08,SKU026,21.77
2025-09-08,SKU027,33.05
2025-09-08,SKU028,32.01
2025-09-08,SKU029,23.58
2025-09-08,SKU030,24.63
2025-09-08,SKU031,23.73
2025-09-08,SKU032,24.27
2025-09-08,SKU033,23.56
2025-09-08,SKU034,32.34
2025-09-08,SKU035,33.9
2025-09-08,SKU036,23.06
2025-09-08,SKU037,23.01
2025-09-08,SKU038,22.81
2025-09-08,SKU039,22.81
2025-09-08,SKU040,22.87
2025-09-08,SKU041,33.2
2025-09-08,SKU042,32.11
2025-09-08,SKU043,23.25
2025-09-08,SKU044,23.79
2025-09-08,SKU045,23.18
2025-09-08,SKU046,22.92
2025-09-08,SKU047,23.89
2025-09-08,SKU048,27.4
2025-09-08,SKU049,27.1
2025-09-08,SKU050,23.89
2025-09-09,SKU001,24.07
2025-09-09,SKU002,24.26
2025-09-09,SKU003,23.15
2025-09-09,SKU004,23.85
2025-09-09,SKU005,26.82
2025-09-09,SKU006,27.35
2025-09-09,SKU007,23.21
2025-09-09,SKU008,24.77
2025-09-09,SKU009,24.53
2025-09-09,SKU010,23.45
2025-09-09,SKU011,23.4
2025-09-09,SKU012,26.52
2025-09-09,SKU013,25.72
2025-09-09,SKU014,22.71
2025-09-09,SKU015,22.73
2025-09-09,SKU016,22.68
2025-09-09,SKU017,22.21
2025-09-09,SKU018,22.68
2025-09-09,SKU019,29.25
2025-09-09,SKU020,27.69
2025-09-09,SKU021,24.08
2025-09-09,SKU022,23.68
2025-09-09,SKU023,23.42
2025-09-09,SKU024,23.52
2025-09-09,SKU025,24.92
2025-09-09,SKU026,30.7
2025-09-09,SKU027,30.81
2025-09-09,SKU028,24.38
2025-09-09,SKU029,23.5
2025-09-09,SKU030,23.09
2025-09-09,SKU031,23.54
2025-09-09,SKU032,23.69
2025-09-09,SKU033,29.41
2025-09-09,SKU034,28.96
2025-09-09,SKU035,22.57
2025-09-09,SKU036,23.5
2025-09-09,SKU037,23.43
2025-09-09,SKU038,23.68
2025-09-09,SKU039,23.45
2025-09-09,SKU040,29.5
2025-09-09,SKU041,29.15
2025-09-09,SKU042,23.18
2025-09-09,SKU043,22.46
2025-09-09,SKU044,23.83
2025-09-09,SKU045,24.22
2025-09-09,SKU046,24.04
2025-09-09,SKU047,29.44
2025-09-09,SKU048,30.19
2025-09-09,SKU049,24.74
2025-09-09,SKU050,24.91
2025-09-10,SKU001,23.93
2025-09-10,SKU002,24.62
2025-09-10,SKU003,24.78
2025-09-10,SKU004,32.59
2025-09-10,SKU005,32.07
2025-09-10,SKU006,23.41
2025-09-10,SKU007,22.5
2025-09-10,SKU008,23.78
2025-09-10,SKU009,22.89
2025-09-10,SKU010,22.92
2025-09-10,SKU011,33.37
2025-09-10,SKU012,32.87
2025-09-10,SKU013,21.93
2025-09-10,SKU014,23.46
2025-09-10,SKU015,23.42
2025-09-10,SKU016,22.05
2025-09-10,SKU017,21.94
2025-09-10,SKU018,32.38
2025-09-10,SKU019,32.32
2025-09-10,SKU020,23.39
2025-09-10,SKU021,24.83
2025-09-10,SKU022,23.25
2025-09-10,SKU023,23.73
2025-09-10,SKU024,23.44
2025-09-10,SKU025,31.9
2025-09-10,SKU026,31.49
2025-09-10,SKU027,21.56
2025-09-10,SKU028,22.45
2025-09-10,SKU029,22.26
2025-09-10,SKU030,22.75
2025-09-10,SKU031,22.63
2025-09-10,SKU032,31.71
2025-09-10,SKU033,31.02
2025-09-10,SKU034,21.56
2025-09-10,SKU035,20.87
2025-09-10,SKU036,21.46
2025-09-10,SKU037,21.62
2025-09-10,SKU038,21.33
2025-09-10,SKU039,23.86
2025-09-10,SKU040,24.02
2025-09-10,SKU041,19.74
2025-09-10,SKU042,19.75
2025-09-10,SKU043,20.15
2025-09-10,SKU044,20.38
2025-09-10,SKU045,20.37
2025-09-10,SKU046,26.11
2025-09-10,SKU047,23.88
2025-09-10,SKU048,18.77
2025-09-10,SKU049,19.31
2025-09-10,SKU050,19.84
2025-09-11,SKU001,19.6
2025-09-11,SKU002,20.01
2025-09-11,SKU003,23.84
2025-09-11,SKU004,23.3
2025-09-11,SKU005,20.53
2025-09-11,SKU006,19.56
2025-09-11,SKU007,20.29
2025-09-11,SKU008,20.06
2025-09-11,SKU009,20.02
2025-09-11,SKU010,23.41
2025-09-11,SKU011,24.4
2025-09-11,SKU012,19.51
2025-09-11,SKU013,19.21
2025-09-11,SKU014,19.29
2025-09-11,SKU015,19.65
2025-09-11,SKU016,18.94
2025-09-11,SKU017,23.16
2025-09-11,SKU018,20.13
2025-09-11,SKU019,20.72
2025-09-11,SKU020,20.25
2025-09-11,SKU021,20.04
2025-09-11,SKU022,20.14
2025-09-11,SKU023,20.39
2025-09-11,SKU024,26.54
2025-09-11,SKU025,24.83
2025-09-11,SKU026,19.79
2025-09-11,SKU027,19.6
2025-09-11,SKU028,19.38
2025-09-11,SKU029,18.87
2025-09-11,SKU030,19.02
2025-09-11,SKU031,20.76
2025-09-11,SKU032,20.7
2025-09-11,SKU033,19.29
2025-09-11,SKU034,19.18
2025-09-11,SKU035,18.22
2025-09-11,SKU036,18.6
2025-09-11,SKU037,18.94
2025-09-11,SKU038,20.57
2025-09-11,SKU039,21.4
2025-09-11,SKU040,19.71
2025-09-11,SKU041,18.07
2025-09-11,SKU042,17.5
2025-09-11,SKU043,18.02
2025-09-11,SKU044,17.38
2025-09-11,SKU045,21.54
2025-09-11,SKU046,21.49
2025-09-11,SKU047,17.02
2025-09-11,SKU048,17.21
2025-09-11,SKU049,16.56
2025-09-11,SKU050,16.22
2025-09-12,SKU001,18.26
2025-09-12,SKU002,20.48
2025-09-12,SKU003,25.27
2025-09-12,SKU004,17.14
2025-09-12,SKU005,17.87
2025-09-12,SKU006,18.08
2025-09-12,SKU007,17.41
2025-09-12,SKU008,18.04
2025-09-12,SKU009,25.37
2025-09-12,SKU010,27.29
2025-09-12,SKU011,17.61
2025-09-12,SKU012,17.0
2025-09-12,SKU013,16.39
2025-09-12,SKU014,16.33
2025-09-12,SKU015,16.85
2025-09-12,SKU016,24.15
2025-09-12,SKU017,25.5
2025-09-12,SKU018,18.06
2025-09-12,SKU019,18.32
2025-09-12,SKU020,17.83
2025-09-12,SKU021,17.65
2025-09-12,SKU022,18.05
2025-09-12,SKU023,24.83
2025-09-12,SKU024,25.52
2025-09-12,SKU025,17.43
2025-09-12,SKU026,17.51
2025-09-12,SKU027,17.37
2025-09-12,SKU028,17.52
2025-09-12,SKU029,16.79
2025-09-12,SKU030,20.5
2025-09-12,SKU031,20.54
2025-09-12,SKU032,16.79
2025-09-12,SKU033,18.08
2025-09-12,SKU034,18.18
2025-09-12,SKU035,17.67
2025-09-12,SKU036,18.42
2025-09-12,SKU037,20.9
2025-09-12,SKU038,21.08
2025-09-12,SKU039,17.01
2025-09-12,SKU040,16.72
2025-09-12,SKU041,17.03
2025-09-12,SKU042,17.69
2025-09-12,SKU043,18.76
2025-09-12,SKU044,18.07
2025-09-12,SKU045,17.94
2025-09-12,SKU046,16.77
2025-09-12,SKU047,18.14
2025-09-12,SKU048,16.26
2025-09-12,SKU049,17.96
2025-09-12,SKU050,17.07
2025-09-13,SKU001,19.15
2025-09-13,SKU002,19.31
2025-09-13,SKU003,17.43
2025-09-13,SKU004,16.38
2025-09-13,SKU005,17.09
2025-09-13,SKU006,16.88
2025-09-13,SKU007,17.26
