Date,SKU,Units_Sold,Revenue,Price,Promotion
2024-02-14,SKU026,20,218790.8,10939.54,0
2024-02-14,SKU027,24,204398.4,8516.6,0
2024-02-14,SKU028,7,24388.63,3484.09,0
2024-02-14,SKU029,17,197921.65,11642.45,0
2024-02-14,SKU030,11,103768.61,9433.51,0
2024-02-14,SKU031,19,165602.67,8715.93,0
2024-02-14,SKU032,12,67351.08,5612.59,0
2024-02-14,SKU033,14,49812.0,3558.0,0
2024-02-14,SKU034,24,36435.36,1518.14,0
2024-02-14,SKU035,21,228273.99,10870.19,0
2024-02-14,SKU036,7,39809.0,5687.0,0
2024-02-14,SKU037,29,79675.18,2747.42,0
2024-02-14,SKU038,9,35541.9,3949.1,0
2024-02-14,SKU039,4,28475.8,7118.95,0
2024-02-14,SKU040,16,39208.96,2450.56,0
2024-02-14,SKU041,8,82693.84,10336.73,0
2024-02-14,SKU042,29,266766.07,9198.83,0
2024-02-14,SKU043,19,166169.63,8745.77,0
2024-02-14,SKU044,7,37885.96,5412.28,0
2024-02-14,SKU045,27,207273.06,7676.78,0
2024-02-14,SKU046,4,28702.16,7175.54,0
2024-02-14,SKU047,18,142887.96,7938.22,0
2024-02-14,SKU048,15,20693.25,1379.55,0
2024-02-14,SKU049,20,104467.4,5223.37,0
2024-02-14,SKU050,6,5296.32,882.72,0
2024-02-15,SKU001,15,54960.75,3664.05,0
2024-02-15,SKU002,11,41862.59,3805.69,0
2024-02-15,SKU003,5,40391.15,8078.23,0
2024-02-15,SKU004,5,34307.85,6861.57,0
2024-02-15,SKU005,24,227837.28,9493.22,0
2024-02-15,SKU006,2,16212.08,8106.04,0
2024-02-15,SKU007,26,132966.34,5114.09,0
2024-02-15,SKU008,10,98426.4,9842.64,0
2024-02-15,SKU009,8,18695.12,2336.89,0
2024-02-15,SKU010,17,11278.82,663.46,0
2024-02-15,SKU011,3,4333.68,1444.56,0
2024-02-15,SKU012,38,333616.06,8779.37,0
2024-02-15,SKU013,14,80608.92,5757.78,0
2024-02-15,SKU014,18,40873.5,2270.75,0
2024-02-15,SKU015,4,24848.48,6212.12,0
2024-02-15,SKU016,16,34669.12,2166.82,0
2024-02-15,SKU017,10,84773.2,8477.32,0
2024-02-15,SKU018,24,133809.84,5575.41,0
2024-02-15,SKU019,17,81937.45,4819.85,0
2024-02-15,SKU020,16,62360.64,3897.54,0
2024-02-15,SKU021,7,53978.96,7711.28,0
2024-02-15,SKU022,6,27582.18,4597.03,0
2024-02-15,SKU023,14,19834.36,1416.74,0
2024-02-15,SKU024,9,15919.83,1768.87,0
2024-02-15,SKU025,1,11558.01,11558.01,0
2024-02-15,SKU026,26,284428.04,10939.54,0
2024-02-15,SKU027,20,170332.0,8516.6,0
2024-02-15,SKU028,7,24388.63,3484.09,0
2024-02-15,SKU029,23,267776.35,11642.45,0
2024-02-15,SKU030,5,47167.55,9433.51,0
2024-02-15,SKU031,19,165602.67,8715.93,0
2024-02-15,SKU032,12,67351.08,5612.59,0
2024-02-15,SKU033,18,64044.0,3558.0,0
2024-02-15,SKU034,12,18217.68,1518.14,0
2024-02-15,SKU035,25,271754.75,10870.19,0
2024-02-15,SKU036,11,62557.0,5687.0,0
2024-02-15,SKU037,22,60443.24,2747.42,0
2024-02-15,SKU038,6,23694.6,3949.1,0
2024-02-15,SKU039,3,21356.85,7118.95,0
2024-02-15,SKU040,15,36758.4,2450.56,0
2024-02-15,SKU041,8,82693.84,10336.73,0
2024-02-15,SKU042,17,156380.11,9198.83,0
2024-02-15,SKU043,28,244881.56,8745.77,0
2024-02-15,SKU044,9,48710.52,5412.28,0
2024-02-15,SKU045,36,276364.08,7676.78,0
2024-02-15,SKU046,15,107633.1,7175.54,0
2024-02-15,SKU047,16,127011.52,7938.22,0
2024-02-15,SKU048,6,8277.3,1379.55,0
2024-02-15,SKU049,32,167147.84,5223.37,0
2024-02-15,SKU050,4,3530.88,882.72,0
2024-02-16,SKU001,15,54960.75,3664.05,0
2024-02-16,SKU002,10,38056.9,3805.69,0
2024-02-16,SKU003,2,16156.46,8078.23,0
2024-02-16,SKU004,4,27446.28,6861.57,0
2024-02-16,SKU005,21,199357.62,9493.22,0
2024-02-16,SKU006,4,32424.16,8106.04,0
2024-02-16,SKU007,25,127852.25,5114.09,0
2024-02-16,SKU008,15,147639.6,9842.64,0
2024-02-16,SKU009,14,32716.46,2336.89,0
2024-02-16,SKU010,14,9288.44,663.46,0
2024-02-16,SKU011,4,5778.24,1444.56,0
2024-02-16,SKU012,17,149249.29,8779.37,0
2024-02-16,SKU013,16,92124.48,5757.78,0
2024-02-16,SKU014,22,49956.5,2270.75,0
2024-02-16,SKU015,9,55909.08,6212.12,0
2024-02-16,SKU016,12,26001.84,2166.82,0
2024-02-16,SKU017,16,135637.12,8477.32,0
2024-02-16,SKU018,30,167262.3,5575.41,0
2024-02-16,SKU019,9,43378.65,4819.85,0
2024-02-16,SKU020,19,74053.26,3897.54,0
2024-02-16,SKU021,9,69401.52,7711.28,0
2024-02-16,SKU022,13,59761.39,4597.03,0
2024-02-16,SKU023,19,26918.06,1416.74,0
2024-02-16,SKU024,8,14150.96,1768.87,0
2024-02-16,SKU025,3,34674.03,11558.01,0
2024-02-16,SKU026,25,273488.5,10939.54,0
2024-02-16,SKU027,25,212915.0,8516.6,0
2024-02-16,SKU028,5,17420.45,3484.09,0
2024-02-16,SKU029,5,58212.25,11642.45,0
2024-02-16,SKU030,2,18867.02,9433.51,0
2024-02-16,SKU031,16,139454.88,8715.93,0
2024-02-16,SKU032,8,44900.72,5612.59,0
2024-02-16,SKU033,18,64044.0,3558.0,0
2024-02-16,SKU034,18,27326.52,1518.14,0
2024-02-16,SKU035,23,250014.37,10870.19,0
2024-02-16,SKU036,2,11374.0,5687.0,0
2024-02-16,SKU037,32,87917.44,2747.42,0
2024-02-16,SKU038,9,35541.9,3949.1,0
2024-02-16,SKU039,4,28475.8,7118.95,0
2024-02-16,SKU040,12,29406.72,2450.56,0
2024-02-16,SKU041,12,124040.76,10336.73,0
2024-02-16,SKU042,18,165578.94,9198.83,0
2024-02-16,SKU043,18,157423.86,8745.77,0
2024-02-16,SKU044,14,75771.92,5412.28,0
2024-02-16,SKU045,24,184242.72,7676.78,0
2024-02-16,SKU046,6,43053.24,7175.54,0
2024-02-16,SKU047,16,127011.52,7938.22,0
2024-02-16,SKU048,5,6897.75,1379.55,0
2024-02-16,SKU049,24,125360.88,5223.37,0
2024-02-16,SKU050,6,5296.32,882.72,0
2024-02-17,SKU001,13,47632.65,3664.05,0
2024-02-17,SKU002,8,30445.52,3805.69,0
2024-02-17,SKU003,6,48469.38,8078.23,0
2024-02-17,SKU004,5,34307.85,6861.57,0
2024-02-17,SKU005,26,246823.72,9493.22,0
2024-02-17,SKU006,13,105378.52,8106.04,0
2024-02-17,SKU007,36,184107.24,5114.09,0
2024-02-17,SKU008,16,157482.24,9842.64,0
2024-02-17,SKU009,10,23368.9,2336.89,0
2024-02-17,SKU010,18,11942.28,663.46,0
2024-02-17,SKU011,4,5778.24,1444.56,0
2024-02-17,SKU012,33,289719.21,8779.37,0
2024-02-17,SKU013,20,115155.6,5757.78,0
2024-02-17,SKU014,16,36332.0,2270.75,0
2024-02-17,SKU015,4,24848.48,6212.12,0
2024-02-17,SKU016,14,30335.48,2166.82,0
2024-02-17,SKU017,13,110205.16,8477.32,0
2024-02-17,SKU018,31,172837.71,5575.41,0
2024-02-17,SKU019,15,72297.75,4819.85,0
2024-02-17,SKU020,17,66258.18,3897.54,0
2024-02-17,SKU021,10,77112.8,7711.28,0
2024-02-17,SKU022,12,55164.36,4597.03,0
2024-02-17,SKU023,12,17000.88,1416.74,0
2024-02-17,SKU024,13,22995.31,1768.87,0
2024-02-17,SKU025,3,34674.03,11558.01,0
2024-02-17,SKU026,28,306307.12,10939.54,0
2024-02-17,SKU027,29,246981.4,8516.6,0
2024-02-17,SKU028,6,20904.54,3484.09,0
2024-02-17,SKU029,12,139709.4,11642.45,0
2024-02-17,SKU030,1,9433.51,9433.51,0
2024-02-17,SKU031,20,174318.6,8715.93,0
2024-02-17,SKU032,8,44900.72,5612.59,0
2024-02-17,SKU033,20,71160.0,3558.0,0
2024-02-17,SKU034,21,31880.94,1518.14,0
2024-02-17,SKU035,22,239144.18,10870.19,0
2024-02-17,SKU036,5,28435.0,5687.0,0
2024-02-17,SKU037,26,71432.92,2747.42,0
2024-02-17,SKU038,7,27643.7,3949.1,0
2024-02-17,SKU039,4,28475.8,7118.95,0
2024-02-17,SKU040,21,51461.76,2450.56,0
2024-02-17,SKU041,11,113704.03,10336.73,0
2024-02-17,SKU042,20,183976.6,9198.83,0
2024-02-17,SKU043,28,244881.56,8745.77,0
2024-02-17,SKU044,14,75771.92,5412.28,0
2024-02-17,SKU045,32,245656.96,7676.78,0
2024-02-17,SKU046,11,78930.94,7175.54,0
2024-02-17,SKU047,17,134949.74,7938.22,0
2024-02-17,SKU048,7,9656.85,1379.55,0
2024-02-17,SKU049,28,146254.36,5223.37,0
2024-02-17,SKU050,3,2648.16,882.72,0
2024-02-18,SKU001,16,58624.8,3664.05,0
2024-02-18,SKU002,6,22834.14,3805.69,0
2024-02-18,SKU003,7,56547.61,8078.23,0
2024-02-18,SKU004,7,48030.99,6861.57,0
2024-02-18,SKU005,15,142398.3,9493.22,0
2024-02-18,SKU006,9,72954.36,8106.04,0
2024-02-18,SKU007,31,158536.79,5114.09,0
2024-02-18,SKU008,21,206695.44,9842.64,0
2024-02-18,SKU009,23,53748.47,2336.89,0
2024-02-18,SKU010,24,15923.04,663.46,0
2024-02-18,SKU011,4,5778.24,1444.56,0
2024-02-18,SKU012,28,245822.36,8779.37,0
2024-02-18,SKU013,14,80608.92,5757.78,0
2024-02-18,SKU014,35,79476.25,2270.75,0
2024-02-18,SKU015,3,18636.36,6212.12,0
2024-02-18,SKU016,10,21668.2,2166.82,0
2024-02-18,SKU017,12,101727.84,8477.32,0
2024-02-18,SKU018,22,122659.02,5575.41,0
2024-02-18,SKU019,25,120496.25,4819.85,0
2024-02-18,SKU020,16,62360.64,3897.54,0
2024-02-18,SKU021,11,84824.08,7711.28,0
2024-02-18,SKU022,15,68955.45,4597.03,0
2024-02-18,SKU023,16,22667.84,1416.74,0
2024-02-18,SKU024,13,22995.31,1768.87,0
2024-02-18,SKU025,2,23116.02,11558.01,0
2024-02-18,SKU026,16,175032.64,10939.54,0
2024-02-18,SKU027,31,264014.6,8516.6,0
2024-02-18,SKU028,5,17420.45,3484.09,0
2024-02-18,SKU029,22,256133.9,11642.45,0
2024-02-18,SKU030,5,47167.55,9433.51,0
2024-02-18,SKU031,16,139454.88,8715.93,0
2024-02-18,SKU032,9,50513.31,5612.59,0
2024-02-18,SKU033,17,60486.0,3558.0,0
2024-02-18,SKU034,26,39471.64,1518.14,0
2024-02-18,SKU035,28,304365.32,10870.19,0
2024-02-18,SKU036,5,28435.0,5687.0,0
2024-02-18,SKU037,20,54948.4,2747.42,0
2024-02-18,SKU038,7,27643.7,3949.1,0
2024-02-18,SKU039,5,35594.75,7118.95,0
2024-02-18,SKU040,22,53912.32,2450.56,0
2024-02-18,SKU041,13,134377.49,10336.73,0
2024-02-18,SKU042,27,248368.41,9198.83,0
2024-02-18,SKU043,21,183661.17,8745.77,0
2024-02-18,SKU044,10,54122.8,5412.28,0
2024-02-18,SKU045,29,222626.62,7676.78,0
2024-02-18,SKU046,11,78930.94,7175.54,0
2024-02-18,SKU047,18,142887.96,7938.22,0
2024-02-18,SKU048,0,0.0,1379.55,0
2024-02-18,SKU049,35,182817.95,5223.37,0
2024-02-18,SKU050,7,6179.04,882.72,0
2024-02-19,SKU001,15,54960.75,3664.05,0
2024-02-19,SKU002,9,34251.21,3805.69,0
2024-02-19,SKU003,6,48469.38,8078.23,0
2024-02-19,SKU004,0,0.0,6861.57,0
2024-02-19,SKU005,13,123411.86,9493.22,0
2024-02-19,SKU006,4,32424.16,8106.04,0
2024-02-19,SKU007,22,112509.98,5114.09,0
2024-02-19,SKU008,14,137796.96,9842.64,0
2024-02-19,SKU009,10,23368.9,2336.89,0
2024-02-19,SKU010,28,18576.88,663.46,0
2024-02-19,SKU011,2,2889.12,1444.56,0
2024-02-19,SKU012,26,228263.62,8779.37,0
2024-02-19,SKU013,18,103640.04,5757.78,0
2024-02-19,SKU014,23,52227.25,2270.75,0
2024-02-19,SKU015,3,18636.36,6212.12,0
2024-02-19,SKU016,16,34669.12,2166.82,0
2024-02-19,SKU017,11,93250.52,8477.32,0
2024-02-19,SKU018,26,144960.66,5575.41,0
2024-02-19,SKU019,14,67477.9,4819.85,0
2024-02-19,SKU020,18,70155.72,3897.54,0
2024-02-19,SKU021,12,92535.36,7711.28,0
2024-02-19,SKU022,6,27582.18,4597.03,0
2024-02-19,SKU023,10,14167.4,1416.74,0
2024-02-19,SKU024,13,22995.31,1768.87,0
2024-02-19,SKU025,6,69348.06,11558.01,0
2024-02-19,SKU026,28,306307.12,10939.54,0
2024-02-19,SKU027,20,170332.0,8516.6,0
2024-02-19,SKU028,1,3484.09,3484.09,0
2024-02-19,SKU029,13,151351.85,11642.45,0
2024-02-19,SKU030,5,47167.55,9433.51,0
2024-02-19,SKU031,20,174318.6,8715.93,0
2024-02-19,SKU032,11,61738.49,5612.59,0
2024-02-19,SKU033,15,53370.0,3558.0,0
2024-02-19,SKU034,21,31880.94,1518.14,0
2024-02-19,SKU035,21,228273.99,10870.19,0
2024-02-19,SKU036,8,45496.0,5687.0,0
2024-02-19,SKU037,21,57695.82,2747.42,0
2024-02-19,SKU038,5,19745.5,3949.1,0
2024-02-19,SKU039,4,28475.8,7118.95,0
2024-02-19,SKU040,16,39208.96,2450.56,0
2024-02-19,SKU041,13,134377.49,10336.73,0
2024-02-19,SKU042,27,248368.41,9198.83,0
2024-02-19,SKU043,24,209898.48,8745.77,0
2024-02-19,SKU044,6,32473.68,5412.28,0
2024-02-19,SKU045,27,207273.06,7676.78,0
2024-02-19,SKU046,10,71755.4,7175.54,0
2024-02-19,SKU047,11,87320.42,7938.22,0
2024-02-19,SKU048,5,6897.75,1379.55,0
2024-02-19,SKU049,26,135807.62,5223.37,0
2024-02-19,SKU050,3,2648.16,882.72,0
2024-02-20,SKU001,17,62288.85,3664.05,0
2024-02-20,SKU002,7,26639.83,3805.69,0
2024-02-20,SKU003,5,40391.15,8078.23,0
2024-02-20,SKU004,1,6861.57,6861.57,0
2024-02-20,SKU005,18,170877.96,9493.22,0
2024-02-20,SKU006,8,64848.32,8106.04,0
2024-02-20,SKU007,26,132966.34,5114.09,0
2024-02-20,SKU008,22,216538.08,9842.64,0
2024-02-20,SKU009,11,25705.79,2336.89,0
2024-02-20,SKU010,21,13932.66,663.46,0
2024-02-20,SKU011,3,4333.68,1444.56,0
2024-02-20,SKU012,25,219484.25,8779.37,0
2024-02-20,SKU013,13,74851.14,5757.78,0
2024-02-20,SKU014,21,47685.75,2270.75,0
2024-02-20,SKU015,5,31060.6,6212.12,0
2024-02-20,SKU016,14,30335.48,2166.82,0
2024-02-20,SKU017,11,93250.52,8477.32,0
2024-02-20,SKU018,43,239742.63,5575.41,0
2024-02-20,SKU019,20,96397.0,4819.85,0
2024-02-20,SKU020,11,42872.94,3897.54,0
2024-02-20,SKU021,10,77112.8,7711.28,0
2024-02-20,SKU022,12,55164.36,4597.03,0
2024-02-20,SKU023,19,26918.06,1416.74,0
2024-02-20,SKU024,5,8844.35,1768.87,0
2024-02-20,SKU025,4,46232.04,11558.01,0
2024-02-20,SKU026,24,262548.96,10939.54,0
2024-02-20,SKU027,19,161815.4,8516.6,0
2024-02-20,SKU028,6,20904.54,3484.09,0
2024-02-20,SKU029,19,221206.55,11642.45,0
2024-02-20,SKU030,6,56601.06,9433.51,0
2024-02-20,SKU031,22,191750.46,8715.93,0
2024-02-20,SKU032,12,67351.08,5612.59,0
2024-02-20,SKU033,24,85392.0,3558.0,0
2024-02-20,SKU034,19,28844.66,1518.14,0
2024-02-20,SKU035,22,239144.18,10870.19,0
2024-02-20,SKU036,2,11374.0,5687.0,0
2024-02-20,SKU037,23,63190.66,2747.42,0
2024-02-20,SKU038,10,39491.0,3949.1,0
2024-02-20,SKU039,5,35594.75,7118.95,0
2024-02-20,SKU040,18,44110.08,2450.56,0
2024-02-20,SKU041,11,113704.03,10336.73,0
2024-02-20,SKU042,15,137982.45,9198.83,0
2024-02-20,SKU043,21,183661.17,8745.77,0
2024-02-20,SKU044,10,54122.8,5412.28,0
2024-02-20,SKU045,29,222626.62,7676.78,0
2024-02-20,SKU046,10,71755.4,7175.54,0
2024-02-20,SKU047,18,142887.96,7938.22,0
2024-02-20,SKU048,11,15175.05,1379.55,0
2024-02-20,SKU049,27,141030.99,5223.37,0
2024-02-20,SKU050,10,8827.2,882.72,0
2024-02-21,SKU001,16,58624.8,3664.05,0
2024-02-21,SKU002,12,45668.28,3805.69,0
2024-02-21,SKU003,9,72704.07,8078.23,0
2024-02-21,SKU004,4,27446.28,6861.57,0
2024-02-21,SKU005,20,189864.4,9493.22,0
2024-02-21,SKU006,7,56742.28,8106.04,0
2024-02-21,SKU007,19,97167.71,5114.09,0
2024-02-21,SKU008,13,127954.32,9842.64,0
2024-02-21,SKU009,9,21032.01,2336.89,0
2024-02-21,SKU010,12,7961.52,663.46,0
2024-02-21,SKU011,2,2889.12,1444.56,0
2024-02-21,SKU012,27,237042.99,8779.37,0
2024-02-21,SKU013,17,97882.26,5757.78,0
2024-02-21,SKU014,21,47685.75,2270.75,0
2024-02-21,SKU015,11,68333.32,6212.12,0
2024-02-21,SKU016,11,23835.02,2166.82,0
2024-02-21,SKU017,9,76295.88,8477.32,0
2024-02-21,SKU018,27,150536.07,5575.41,0
2024-02-21,SKU019,21,101216.85,4819.85,0
2024-02-21,SKU020,13,50668.02,3897.54,0
2024-02-21,SKU021,12,92535.36,7711.28,0
2024-02-21,SKU022,10,45970.3,4597.03,0
2024-02-21,SKU023,11,15584.14,1416.74,0
2024-02-21,SKU024,16,28301.92,1768.87,0
2024-02-21,SKU025,3,34674.03,11558.01,0
2024-02-21,SKU026,19,207851.26,10939.54,0
2024-02-21,SKU027,22,187365.2,8516.6,0
2024-02-21,SKU028,7,24388.63,3484.09,0
2024-02-21,SKU029,16,186279.2,11642.45,0
2024-02-21,SKU030,3,28300.53,9433.51,0
2024-02-21,SKU031,21,183034.53,8715.93,0
2024-02-21,SKU032,13,72963.67,5612.59,0
2024-02-21,SKU033,18,64044.0,3558.0,0
2024-02-21,SKU034,15,22772.1,1518.14,0
2024-02-21,SKU035,28,304365.32,10870.19,0
2024-02-21,SKU036,5,28435.0,5687.0,0
2024-02-21,SKU037,29,79675.18,2747.42,0
2024-02-21,SKU038,6,23694.6,3949.1,0
2024-02-21,SKU039,2,14237.9,7118.95,0
2024-02-21,SKU040,10,24505.6,2450.56,0
2024-02-21,SKU041,12,124040.76,10336.73,0
2024-02-21,SKU042,24,220771.92,9198.83,0
2024-02-21,SKU043,19,166169.63,8745.77,0
2024-02-21,SKU044,9,48710.52,5412.28,0
2024-02-21,SKU045,23,176565.94,7676.78,0
2024-02-21,SKU046,7,50228.78,7175.54,0
2024-02-21,SKU047,11,87320.42,7938.22,0
2024-02-21,SKU048,8,11036.4,1379.55,0
2024-02-21,SKU049,28,146254.36,5223.37,0
2024-02-21,SKU050,4,3530.88,882.72,0
2024-02-22,SKU001,18,65952.9,3664.05,0
2024-02-22,SKU002,8,30445.52,3805.69,0
2024-02-22,SKU003,6,48469.38,8078.23,0
2024-02-22,SKU004,8,54892.56,6861.57,0
2024-02-22,SKU005,15,142398.3,9493.22,0
2024-02-22,SKU006,4,32424.16,8106.04,0
2024-02-22,SKU007,19,97167.71,5114.09,0
2024-02-22,SKU008,17,167324.88,9842.64,0
2024-02-22,SKU009,11,25705.79,2336.89,0
2024-02-22,SKU010,21,13932.66,663.46,0
2024-02-22,SKU011,5,7222.8,1444.56,0
2024-02-22,SKU012,32,280939.84,8779.37,0
2024-02-22,SKU013,7,40304.46,5757.78,0
2024-02-22,SKU014,18,40873.5,2270.75,0
2024-02-22,SKU015,5,31060.6,6212.12,0
2024-02-22,SKU016,9,19501.38,2166.82,0
2024-02-22,SKU017,12,101727.84,8477.32,0
2024-02-22,SKU018,25,139385.25,5575.41,0
2024-02-22,SKU019,9,43378.65,4819.85,0
2024-02-22,SKU020,21,81848.34,3897.54,0
2024-02-22,SKU021,8,61690.24,7711.28,0
2024-02-22,SKU022,11,50567.33,4597.03,0
2024-02-22,SKU023,18,25501.32,1416.74,0
2024-02-22,SKU024,11,19457.57,1768.87,0
2024-02-22,SKU025,4,46232.04,11558.01,0
2024-02-22,SKU026,27,295367.58,10939.54,0
2024-02-22,SKU027,25,212915.0,8516.6,0
2024-02-22,SKU028,8,27872.72,3484.09,0
2024-02-22,SKU029,16,186279.2,11642.45,0
2024-02-22,SKU030,10,94335.1,9433.51,0
2024-02-22,SKU031,22,191750.46,8715.93,0
2024-02-22,SKU032,12,67351.08,5612.59,0
2024-02-22,SKU033,19,67602.0,3558.0,0
2024-02-22,SKU034,18,27326.52,1518.14,0
2024-02-22,SKU035,16,173923.04,10870.19,0
2024-02-22,SKU036,4,22748.0,5687.0,0
2024-02-22,SKU037,33,90664.86,2747.42,0
2024-02-22,SKU038,10,39491.0,3949.1,0
2024-02-22,SKU039,5,35594.75,7118.95,0
2024-02-22,SKU040,14,34307.84,2450.56,0
2024-02-22,SKU041,12,124040.76,10336.73,0
2024-02-22,SKU042,25,229970.75,9198.83,0
2024-02-22,SKU043,23,201152.71,8745.77,0
2024-02-22,SKU044,6,32473.68,5412.28,0
2024-02-22,SKU045,25,191919.5,7676.78,0
2024-02-22,SKU046,11,78930.94,7175.54,0
2024-02-22,SKU047,15,119073.3,7938.22,0
2024-02-22,SKU048,12,16554.6,1379.55,0
2024-02-22,SKU049,24,125360.88,5223.37,0
2024-02-22,SKU050,6,5296.32,882.72,0
2024-02-23,SKU001,14,51296.7,3664.05,0
2024-02-23,SKU002,8,30445.52,3805.69,0
2024-02-23,SKU003,7,56547.61,8078.23,0
2024-02-23,SKU004,4,27446.28,6861.57,0
2024-02-23,SKU005,17,161384.74,9493.22,0
2024-02-23,SKU006,12,97272.48,8106.04,0
2024-02-23,SKU007,28,143194.52,5114.09,0
2024-02-23,SKU008,12,118111.68,9842.64,0
2024-02-23,SKU009,15,35053.35,2336.89,0
2024-02-23,SKU010,19,12605.74,663.46,0
2024-02-23,SKU011,3,4333.68,1444.56,0
2024-02-23,SKU012,25,219484.25,8779.37,0
2024-02-23,SKU013,13,74851.14,5757.78,0
2024-02-23,SKU014,15,34061.25,2270.75,0
2024-02-23,SKU015,4,24848.48,6212.12,0
2024-02-23,SKU016,15,32502.3,2166.82,0
2024-02-23,SKU017,12,101727.84,8477.32,0
2024-02-23,SKU018,21,117083.61,5575.41,0
2024-02-23,SKU019,20,96397.0,4819.85,0
2024-02-23,SKU020,11,42872.94,3897.54,0
2024-02-23,SKU021,10,77112.8,7711.28,0
2024-02-23,SKU022,6,27582.18,4597.03,0
2024-02-23,SKU023,10,14167.4,1416.74,0
2024-02-23,SKU024,10,17688.7,1768.87,0
2024-02-23,SKU025,1,11558.01,11558.01,0
2024-02-23,SKU026,30,328186.2,10939.54,0
2024-02-23,SKU027,19,161815.4,8516.6,0
2024-02-23,SKU028,6,20904.54,3484.09,0
2024-02-23,SKU029,20,232849.0,11642.45,0
2024-02-23,SKU030,9,84901.59,9433.51,0
2024-02-23,SKU031,25,217898.25,8715.93,0
2024-02-23,SKU032,11,61738.49,5612.59,0
2024-02-23,SKU033,14,49812.0,3558.0,0
2024-02-23,SKU034,14,21253.96,1518.14,0
2024-02-23,SKU035,16,173923.04,10870.19,0
2024-02-23,SKU036,4,22748.0,5687.0,0
2024-02-23,SKU037,27,74180.34,2747.42,0
2024-02-23,SKU038,4,15796.4,3949.1,0
2024-02-23,SKU039,4,28475.8,7118.95,0
2024-02-23,SKU040,9,22055.04,2450.56,0
2024-02-23,SKU041,6,62020.38,10336.73,0
2024-02-23,SKU042,20,183976.6,9198.83,0
2024-02-23,SKU043,25,218644.25,8745.77,0
2024-02-23,SKU044,13,70359.64,5412.28,0
2024-02-23,SKU045,25,191919.5,7676.78,0
2024-02-23,SKU046,10,71755.4,7175.54,0
2024-02-23,SKU047,15,119073.3,7938.22,0
2024-02-23,SKU048,6,8277.3,1379.55,0
2024-02-23,SKU049,25,130584.25,5223.37,0
2024-02-23,SKU050,5,4413.6,882.72,0
2024-02-24,SKU001,17,62288.85,3664.05,0
2024-02-24,SKU002,4,15222.76,3805.69,0
2024-02-24,SKU003,4,32312.92,8078.23,0
2024-02-24,SKU004,3,20584.71,6861.57,0
2024-02-24,SKU005,17,161384.74,9493.22,0
2024-02-24,SKU006,8,64848.32,8106.04,0
2024-02-24,SKU007,35,178993.15,5114.09,0
2024-02-24,SKU008,14,137796.96,9842.64,0
2024-02-24,SKU009,12,28042.68,2336.89,0
2024-02-24,SKU010,23,15259.58,663.46,0
2024-02-24,SKU011,7,10111.92,1444.56,0
2024-02-24,SKU012,28,245822.36,8779.37,0
2024-02-24,SKU013,17,97882.26,5757.78,0
2024-02-24,SKU014,18,40873.5,2270.75,0
2024-02-24,SKU015,1,6212.12,6212.12,0
2024-02-24,SKU016,19,41169.58,2166.82,0
2024-02-24,SKU017,15,127159.8,8477.32,0
2024-02-24,SKU018,30,167262.3,5575.41,0
2024-02-24,SKU019,14,67477.9,4819.85,0
2024-02-24,SKU020,18,70155.72,3897.54,0
2024-02-24,SKU021,9,69401.52,7711.28,0
2024-02-24,SKU022,7,32179.21,4597.03,0
2024-02-24,SKU023,14,19834.36,1416.74,0
2024-02-24,SKU024,15,26533.05,1768.87,0
2024-02-24,SKU025,2,23116.02,11558.01,0
2024-02-24,SKU026,21,229730.34,10939.54,0
2024-02-24,SKU027,29,246981.4,8516.6,0
2024-02-24,SKU028,3,10452.27,3484.09,0
2024-02-24,SKU029,17,197921.65,11642.45,0
2024-02-24,SKU030,5,47167.55,9433.51,0
2024-02-24,SKU031,15,130738.95,8715.93,0
2024-02-24,SKU032,10,56125.9,5612.59,0
2024-02-24,SKU033,19,67602.0,3558.0,0
2024-02-24,SKU034,32,48580.48,1518.14,0
2024-02-24,SKU035,29,315235.51,10870.19,0
2024-02-24,SKU036,5,28435.0,5687.0,0
2024-02-24,SKU037,19,52200.98,2747.42,0
2024-02-24,SKU038,9,35541.9,3949.1,0
2024-02-24,SKU039,3,21356.85,7118.95,0
2024-02-24,SKU040,18,44110.08,2450.56,0
2024-02-24,SKU041,12,124040.76,10336.73,0
2024-02-24,SKU042,29,266766.07,9198.83,0
2024-02-24,SKU043,29,253627.33,8745.77,0
2024-02-24,SKU044,12,64947.36,5412.28,0
2024-02-24,SKU045,24,184242.72,7676.78,0
2024-02-24,SKU046,10,71755.4,7175.54,0
2024-02-24,SKU047,16,127011.52,7938.22,0
2024-02-24,SKU048,12,16554.6,1379.55,0
2024-02-24,SKU049,32,167147.84,5223.37,0
2024-02-24,SKU050,4,3530.88,882.72,0
2024-02-25,SKU001,23,84273.15,3664.05,0
2024-02-25,SKU002,16,60891.04,3805.69,0
2024-02-25,SKU003,7,56547.61,8078.23,0
2024-02-25,SKU004,2,13723.14,6861.57,0
2024-02-25,SKU005,24,227837.28,9493.22,0
2024-02-25,SKU006,7,56742.28,8106.04,0
2024-02-25,SKU007,24,122738.16,5114.09,0
2024-02-25,SKU008,26,255908.64,9842.64,0
2024-02-25,SKU009,12,28042.68,2336.89,0
2024-02-25,SKU010,22,14596.12,663.46,0
2024-02-25,SKU011,6,8667.36,1444.56,0
2024-02-25,SKU012,27,237042.99,8779.37,0
2024-02-25,SKU013,9,51820.02,5757.78,0
