Snapshot_Date,SKU,Current_Stock,On_Order,Lead_Time_Days,Safety_Stock,Reorder_Point,Inventory_Value
2024-06-01,SKU062,379,669,14,111,424,1722092.62
2024-06-01,SKU063,376,221,9,86,278,913514.56
2024-06-01,SKU064,130,115,8,90,281,764947.3
2024-06-01,SKU065,503,94,10,112,315,3696592.27
2024-06-01,SKU066,275,55,10,136,369,148486.25
2024-06-01,SKU067,34,62,11,24,81,227149.58
2024-06-01,SKU068,432,202,7,148,278,1169782.56
2024-06-01,SKU069,713,103,6,274,500,3024324.97
2024-06-01,SKU070,482,44,4,110,171,3617091.88
2024-06-01,SKU071,286,112,7,31,97,1035892.0
2024-06-01,SKU072,127,321,12,42,164,909383.5
2024-06-01,SKU073,334,73,8,128,409,2396186.14
2024-06-01,SKU074,27,7,8,5,13,72858.15
2024-06-01,SKU075,903,1516,13,359,1212,2840702.55
2024-06-01,SKU076,58,0,4,10,19,350181.96
2024-06-01,SKU077,86,70,7,56,141,182106.72
2024-06-01,SKU078,148,120,8,22,69,990285.76
2024-06-01,SKU079,613,254,5,101,220,3000769.86
2024-06-01,SKU080,803,771,14,96,437,1423213.11
2024-06-01,SKU081,560,579,14,101,365,4357724.0
2024-06-01,SKU082,271,236,5,68,138,369971.91
2024-06-01,SKU083,32,24,5,11,27,40691.84
2024-06-01,SKU084,310,117,9,65,163,370202.0
2024-06-01,SKU085,428,264,7,62,155,2034562.2
2024-06-01,SKU086,150,9,8,40,95,972295.5
2024-06-01,SKU087,683,443,12,68,303,864473.1
2024-06-01,SKU088,425,541,11,78,281,3161409.25
2024-06-01,SKU089,318,360,14,97,271,1283616.54
2024-06-01,SKU090,483,401,10,84,237,3697886.64
2024-06-01,SKU091,96,259,12,82,221,42495.36
2024-06-01,SKU092,86,88,12,22,63,444044.66
2024-06-01,SKU093,291,179,3,119,185,1017958.74
2024-06-01,SKU094,10,3,11,5,16,48693.3
2024-06-01,SKU095,331,260,3,77,134,1281701.51
2024-06-01,SKU096,131,15,5,19,39,50859.44
2024-06-01,SKU097,445,367,6,80,197,2859271.85
2024-06-01,SKU098,138,38,4,134,216,602157.48
2024-06-01,SKU099,146,391,10,86,281,718915.68
2024-06-01,SKU100,680,596,10,126,400,2141952.4
2024-06-01,SKU101,748,736,5,183,373,5215841.4
2024-06-01,SKU102,229,26,11,37,159,497104.04
2024-06-01,SKU103,502,303,4,84,189,3302361.82
2024-06-01,SKU104,65,213,9,89,193,49778.95
2024-06-01,SKU105,250,276,5,91,190,1660287.5
2024-06-01,SKU106,214,108,6,128,303,292112.14
2024-06-01,SKU107,97,54,14,53,159,238288.26
2024-06-01,SKU108,38,37,10,11,26,43511.9
2024-06-01,SKU109,86,146,8,54,114,137898.42
2024-06-01,SKU110,285,1073,12,247,657,1376937.6
2024-06-01,SKU111,103,242,14,53,151,279586.29
2024-06-01,SKU112,529,902,11,232,585,3719552.41
2024-06-01,SKU113,207,80,8,42,101,342918.27
2024-06-01,SKU114,256,345,13,79,255,558784.0
2024-06-01,SKU115,378,136,10,77,219,238790.16
2024-06-01,SKU116,41,155,7,40,81,176672.69
2024-06-01,SKU117,221,269,6,83,171,144246.7
2024-06-01,SKU118,52,9,11,17,54,52942.76
2024-06-01,SKU119,202,103,8,95,193,1584017.34
2024-06-01,SKU120,138,438,14,83,287,868151.1
2024-06-01,SKU121,27,14,9,6,16,34905.06
2024-06-01,SKU122,200,80,5,36,70,847046.0
2024-06-01,SKU123,144,142,4,68,140,465759.36
2024-06-01,SKU124,124,85,9,25,74,287071.16
2024-06-01,SKU125,554,144,8,181,367,1928413.06
2024-06-01,SKU126,298,759,13,90,388,923269.56
2024-06-01,SKU127,466,81,7,64,197,1486936.1
2024-06-01,SKU128,836,325,6,82,238,2132460.44
2024-06-01,SKU129,72,112,14,23,79,286348.32
2024-06-01,SKU130,1037,397,4,135,256,4562405.94
2024-06-01,SKU131,72,283,14,52,151,466850.88
2024-06-01,SKU132,271,29,9,127,290,1397034.81
2024-06-01,SKU133,578,970,10,215,669,1051173.92
2024-06-01,SKU134,221,40,6,49,117,1529445.97
2024-06-01,SKU135,310,394,5,122,206,305966.9
2024-06-01,SKU136,66,48,6,52,96,59718.12
2024-06-01,SKU137,1197,936,6,294,563,9194540.04
2024-06-01,SKU138,95,119,9,53,124,460848.8
2024-06-01,SKU139,400,302,6,103,248,3032684.0
2024-06-01,SKU140,1220,495,10,127,478,5884169.8
2024-06-01,SKU141,233,193,14,149,530,367559.83
2024-06-01,SKU142,273,793,14,146,422,1279370.82
2024-06-01,SKU143,254,512,12,82,283,1567284.14
2024-06-01,SKU144,33,31,4,21,40,134118.27
2024-06-01,SKU145,841,1328,14,173,808,990647.54
2024-06-01,SKU146,376,41,7,104,234,349582.24
2024-06-01,SKU147,457,134,4,89,149,2856702.43
2024-06-01,SKU148,114,83,13,32,112,323268.66
2024-06-01,SKU149,420,202,13,52,264,985593.0
2024-06-01,SKU150,418,30,3,59,102,1123128.38
2024-06-01,SKU151,1251,878,3,301,444,9388742.49
2024-06-01,SKU152,182,171,4,112,174,586172.86
2024-06-01,SKU153,203,37,9,111,254,1523531.24
2024-06-01,SKU154,142,50,5,53,88,563045.62
2024-06-01,SKU155,45,69,12,38,131,261568.8
2024-06-01,SKU156,363,815,14,134,443,424060.23
2024-06-01,SKU157,107,15,11,12,48,127853.23
2024-06-01,SKU158,886,603,9,107,379,4932583.5
2024-06-01,SKU159,896,844,7,206,427,5955577.6
2024-06-01,SKU160,268,201,10,37,117,1019405.0
2024-06-01,SKU161,399,66,7,140,287,2939800.08
2024-06-01,SKU162,1030,129,3,112,220,1140271.8
2024-06-01,SKU163,91,153,9,101,230,222976.39
2024-06-01,SKU164,352,316,12,55,219,378312.0
2024-06-01,SKU165,75,232,8,89,199,396635.25
2024-06-01,SKU166,317,184,4,120,191,2283037.17
2024-06-01,SKU167,96,184,6,51,106,130408.32
2024-06-01,SKU168,228,45,4,79,123,407226.24
2024-06-01,SKU169,443,122,10,127,315,234905.18
2024-06-01,SKU170,357,74,7,53,128,232174.95
2024-06-01,SKU171,157,213,11,37,109,329508.46
2024-06-01,SKU172,56,31,10,9,32,38838.8
2024-06-01,SKU173,506,595,14,72,305,3154323.04
2024-06-01,SKU174,1061,708,8,177,437,7155755.35
2024-06-01,SKU175,303,84,7,66,210,369102.48
2024-06-01,SKU176,138,58,11,35,104,831478.98
2024-06-01,SKU177,251,161,5,49,92,364677.9
2024-06-01,SKU178,149,175,5,42,107,260164.43
2024-06-01,SKU179,1560,768,14,164,846,12240680.4
2024-06-01,SKU180,352,402,3,237,386,236677.76
2024-06-01,SKU181,1142,1125,14,183,831,8110632.46
2024-06-01,SKU182,414,344,11,54,237,658980.36
2024-06-01,SKU183,2307,1472,4,445,795,18098899.47
2024-06-01,SKU184,122,193,11,66,163,771848.86
2024-06-01,SKU185,428,241,14,59,233,588397.28
2024-06-01,SKU186,389,635,9,170,420,1005724.49
2024-06-01,SKU187,388,222,12,113,332,2049245.28
2024-06-01,SKU188,529,28,10,64,271,740811.6
2024-06-01,SKU189,172,4,13,28,112,675067.32
2024-06-01,SKU190,281,343,7,92,190,362273.63
2024-06-01,SKU191,44,66,6,41,91,156915.0
2024-06-01,SKU192,91,6,4,16,34,470322.58
2024-06-01,SKU193,229,40,6,67,126,443485.98
2024-06-01,SKU194,651,355,9,150,324,1762302.57
2024-06-01,SKU195,526,82,11,157,433,2064302.78
2024-06-01,SKU196,76,57,14,19,57,356177.8
2024-06-01,SKU197,504,182,5,95,173,2656886.4
2024-06-01,SKU198,166,104,10,78,226,448309.56
2024-06-01,SKU199,276,61,6,79,181,991803.24
2024-06-01,SKU200,120,16,7,43,88,365410.8
2024-07-01,SKU001,928,173,11,184,635,3388415.68
2024-07-01,SKU002,517,515,13,170,490,2923428.2
2024-07-01,SKU003,449,232,11,80,234,2760824.67
2024-07-01,SKU004,322,651,10,133,339,400207.36
2024-07-01,SKU005,488,846,12,152,446,3627025.84
2024-07-01,SKU006,500,325,3,111,173,3313200.0
2024-07-01,SKU007,513,412,7,113,268,2333139.39
2024-07-01,SKU008,307,127,4,132,251,2045890.98
2024-07-01,SKU009,232,211,3,71,106,695438.56
2024-07-01,SKU010,131,31,5,14,36,939491.39
2024-07-01,SKU011,946,45,7,137,357,3658267.14
2024-07-01,SKU012,151,18,6,23,49,218306.74
2024-07-01,SKU013,141,117,13,54,186,1092496.2
2024-07-01,SKU014,636,321,7,160,307,1984994.16
2024-07-01,SKU015,709,2,9,96,313,891135.01
2024-07-01,SKU016,229,294,11,77,218,459957.95
2024-07-01,SKU017,205,120,7,85,199,1374168.3
2024-07-01,SKU018,476,156,8,93,260,1271319.84
2024-07-01,SKU019,120,28,9,32,120,390355.2
2024-07-01,SKU020,658,732,10,346,807,3644885.72
2024-07-01,SKU021,262,102,12,27,121,80449.72
2024-07-01,SKU022,486,26,8,90,202,2625658.74
2024-07-01,SKU023,251,157,4,86,132,955456.6
2024-07-01,SKU024,332,12,8,117,266,442698.76
2024-07-01,SKU025,1339,717,9,199,571,5223439.0
2024-07-01,SKU026,220,75,8,41,101,1359322.8
2024-07-01,SKU027,519,230,5,153,259,2379023.34
2024-07-01,SKU028,248,741,13,153,484,121232.32
2024-07-01,SKU029,1041,413,6,216,414,3556160.1
2024-07-01,SKU030,292,138,6,63,120,602404.76
2024-07-01,SKU031,178,70,14,42,156,449512.3
2024-07-01,SKU032,311,92,13,49,216,1420337.0
2024-07-01,SKU033,307,136,10,94,233,1043646.5
2024-07-01,SKU034,171,238,13,49,139,264030.84
2024-07-01,SKU035,567,216,3,102,182,3315974.76
2024-07-01,SKU036,166,599,9,133,334,248976.76
2024-07-01,SKU037,1844,510,13,251,951,10412109.12
2024-07-01,SKU038,236,82,9,52,164,755886.76
2024-07-01,SKU039,91,63,5,53,87,277918.55
2024-07-01,SKU040,175,90,3,29,53,203796.25
2024-07-01,SKU041,746,322,12,149,413,4231856.58
2024-07-01,SKU042,123,197,14,63,185,954617.76
2024-07-01,SKU043,873,729,13,117,454,3258516.15
2024-07-01,SKU044,60,26,3,45,74,59821.8
2024-07-01,SKU045,149,349,12,56,259,270929.68
2024-07-01,SKU046,372,398,12,98,281,1762889.4
2024-07-01,SKU047,95,160,8,43,105,582210.35
2024-07-01,SKU048,32,141,10,29,74,115159.04
2024-07-01,SKU049,856,822,7,293,552,4525081.36
2024-07-01,SKU050,440,147,12,152,400,1527904.4
2024-07-01,SKU051,160,41,3,40,58,449027.2
2024-07-01,SKU052,133,138,12,28,104,139832.21
2024-07-01,SKU053,1443,923,9,168,657,10706598.24
2024-07-01,SKU054,157,65,10,58,137,461303.68
2024-07-01,SKU055,643,636,11,156,373,4937487.69
2024-07-01,SKU056,60,57,6,21,38,378972.0
2024-07-01,SKU057,85,123,13,44,188,344503.3
2024-07-01,SKU058,193,642,12,163,503,903411.77
2024-07-01,SKU059,42,16,11,18,54,118425.72
2024-07-01,SKU060,338,209,10,45,146,1234227.28
2024-07-01,SKU061,56,205,7,70,134,402934.0
2024-07-01,SKU062,652,578,7,155,313,2962544.56
2024-07-01,SKU063,252,321,8,120,289,612249.12
2024-07-01,SKU064,566,206,13,182,511,3330462.86
2024-07-01,SKU065,98,427,13,134,388,720210.82
2024-07-01,SKU066,567,511,12,139,426,306151.65
2024-07-01,SKU067,174,84,7,34,71,1162471.38
2024-07-01,SKU068,375,237,12,117,365,1015436.25
2024-07-01,SKU069,1098,262,9,225,593,4657375.62
2024-07-01,SKU070,499,53,7,53,167,3744665.66
2024-07-01,SKU071,161,180,3,75,103,583142.0
2024-07-01,SKU072,271,264,6,75,141,1940495.5
2024-07-01,SKU073,808,642,12,216,639,5796761.68
2024-07-01,SKU074,33,4,8,6,14,89048.85
2024-07-01,SKU075,2258,1037,11,452,1226,7103329.3
2024-07-01,SKU076,32,26,14,13,43,193203.84
2024-07-01,SKU077,433,128,8,74,184,916886.16
2024-07-01,SKU078,191,61,8,44,93,1278003.92
2024-07-01,SKU079,294,500,9,165,384,1439194.68
2024-07-01,SKU080,719,54,9,90,318,1274334.03
2024-07-01,SKU081,293,340,6,113,221,2280023.45
2024-07-01,SKU082,378,349,14,80,285,516049.38
2024-07-01,SKU083,55,61,4,20,31,69939.1
2024-07-01,SKU084,128,213,8,80,169,152857.6
2024-07-01,SKU085,478,223,4,111,171,2272244.7
2024-07-01,SKU086,190,20,8,37,92,1231574.3
2024-07-01,SKU087,545,265,4,105,181,689806.5
2024-07-01,SKU088,489,4,3,105,159,3637480.29
2024-07-01,SKU089,207,92,4,84,133,835561.71
2024-07-01,SKU090,283,150,14,96,317,2166670.64
2024-07-01,SKU091,172,37,10,50,170,76137.52
2024-07-01,SKU092,106,16,5,20,37,547310.86
2024-07-01,SKU093,417,379,7,105,263,1458724.38
2024-07-01,SKU094,15,0,7,6,12,73039.95
2024-07-01,SKU095,420,166,4,72,150,1626328.2
2024-07-01,SKU096,35,144,13,19,79,13588.4
2024-07-01,SKU097,507,211,14,136,400,3257642.31
2024-07-01,SKU098,543,48,7,104,256,2369358.78
2024-07-01,SKU099,411,241,12,66,332,2023796.88
2024-07-01,SKU100,171,744,13,207,567,538638.03
2024-07-01,SKU101,1194,1039,9,218,548,8325821.7
2024-07-01,SKU102,314,455,14,74,242,681618.64
2024-07-01,SKU103,370,591,9,117,355,2434011.7
2024-07-01,SKU104,411,34,10,42,160,314756.13
2024-07-01,SKU105,469,441,4,145,232,3114699.35
2024-07-01,SKU106,245,605,9,214,502,334427.45
2024-07-01,SKU107,245,175,8,33,101,601862.1
2024-07-01,SKU108,26,9,14,5,19,29771.3
2024-07-01,SKU109,57,293,14,49,166,91397.79
2024-07-01,SKU110,1004,195,9,254,568,4850685.44
2024-07-01,SKU111,43,148,12,22,103,116720.49
2024-07-01,SKU112,634,833,14,105,568,4457837.86
2024-07-01,SKU113,220,134,9,45,110,364454.2
2024-07-01,SKU114,120,134,6,51,134,261930.0
2024-07-01,SKU115,555,125,3,124,172,350604.6
2024-07-01,SKU116,59,19,4,21,47,254236.31
2024-07-01,SKU117,237,25,12,77,250,154689.9
2024-07-01,SKU118,40,73,8,15,41,40725.2
2024-07-01,SKU119,329,39,7,82,167,2579909.43
2024-07-01,SKU120,227,234,14,60,288,1428045.65
2024-07-01,SKU121,34,4,7,6,15,43954.52
2024-07-01,SKU122,237,52,7,45,102,1003749.51
2024-07-01,SKU123,121,316,5,128,226,391367.24
2024-07-01,SKU124,204,64,13,20,98,472278.36
2024-07-01,SKU125,116,6,5,121,236,403783.24
2024-07-01,SKU126,758,139,4,154,246,2348450.76
2024-07-01,SKU127,665,349,8,144,304,2121915.25
2024-07-01,SKU128,559,363,8,202,417,1425891.61
2024-07-01,SKU129,92,29,8,25,55,365889.52
2024-07-01,SKU130,636,734,9,143,432,2798158.32
2024-07-01,SKU131,81,154,14,51,151,525207.24
2024-07-01,SKU132,325,278,6,133,236,1675410.75
2024-07-01,SKU133,366,461,14,277,952,665622.24
2024-07-01,SKU134,322,212,9,50,165,2228423.54
2024-07-01,SKU135,124,22,4,56,114,122386.76
2024-07-01,SKU136,195,147,6,37,75,176439.9
2024-07-01,SKU137,1003,1528,8,402,807,7704363.96
2024-07-01,SKU138,182,199,13,31,128,882889.28
2024-07-01,SKU139,568,208,13,186,513,4306411.28
2024-07-01,SKU140,816,996,13,137,633,3935641.44
2024-07-01,SKU141,251,244,7,177,365,395955.01
2024-07-01,SKU142,508,134,11,148,385,2380660.72
2024-07-01,SKU143,323,371,14,61,288,1993042.43
2024-07-01,SKU144,127,169,14,19,90,516152.13
2024-07-01,SKU145,1396,580,10,204,668,1644404.24
2024-07-01,SKU146,392,170,7,78,201,364458.08
2024-07-01,SKU147,451,447,14,103,326,2819196.49
2024-07-01,SKU148,118,139,7,33,74,334611.42
2024-07-01,SKU149,305,254,8,107,253,715728.25
2024-07-01,SKU150,309,230,13,113,305,830255.19
2024-07-01,SKU151,395,877,6,219,509,2964471.05
2024-07-01,SKU152,356,211,3,80,128,1146579.88
2024-07-01,SKU153,386,14,5,105,185,2896960.88
2024-07-01,SKU154,189,65,5,27,57,749405.79
2024-07-01,SKU155,285,144,3,51,78,1656602.4
2024-07-01,SKU156,338,629,11,93,347,394854.98
2024-07-01,SKU157,43,90,13,13,49,51380.27
2024-07-01,SKU158,330,910,12,130,524,1837192.5
2024-07-01,SKU159,328,95,14,112,585,2180166.8
2024-07-01,SKU160,52,111,3,50,75,197795.0
2024-07-01,SKU161,468,188,6,112,232,3448186.56
2024-07-01,SKU162,638,251,8,147,445,706304.28
2024-07-01,SKU163,442,320,14,113,316,1083028.18
2024-07-01,SKU164,414,352,9,62,185,444946.5
2024-07-01,SKU165,427,368,10,63,206,2258176.69
2024-07-01,SKU166,522,694,12,130,364,3759449.22
2024-07-01,SKU167,190,72,3,70,98,258099.8
2024-07-01,SKU168,368,76,6,59,131,657277.44
2024-07-01,SKU169,610,373,5,137,228,323458.6
2024-07-01,SKU170,371,69,10,81,191,241279.85
2024-07-01,SKU171,111,95,14,21,92,232964.58
2024-07-01,SKU172,33,29,12,12,45,22887.15
2024-07-01,SKU173,245,67,6,72,174,1527290.8
2024-07-01,SKU174,913,486,4,228,365,6157591.55
2024-07-01,SKU175,188,294,5,130,238,229014.08
2024-07-01,SKU176,139,93,3,42,60,837504.19
2024-07-01,SKU177,159,8,11,56,146,231011.1
2024-07-01,SKU178,106,111,6,85,160,185083.42
2024-07-01,SKU179,737,803,5,327,585,5782936.83
2024-07-01,SKU180,1160,24,12,366,987,779960.8
2024-07-01,SKU181,341,114,12,379,973,2421826.33
2024-07-01,SKU182,305,187,7,60,182,485480.7
2024-07-01,SKU183,1847,1842,12,561,1661,14490102.87
2024-07-01,SKU184,143,44,3,39,67,904708.09
2024-07-01,SKU185,295,162,3,53,91,405554.2
2024-07-01,SKU186,1047,655,9,104,382,2706924.27
2024-07-01,SKU187,376,582,12,137,355,1985866.56
2024-07-01,SKU188,146,238,3,69,130,204458.4
2024-07-01,SKU189,119,54,3,30,50,467052.39
2024-07-01,SKU190,501,240,13,77,278,645904.23
2024-07-01,SKU191,153,99,3,36,64,545636.25
2024-07-01,SKU192,39,48,10,20,67,201566.82
2024-07-01,SKU193,336,195,12,35,152,650704.32
2024-07-01,SKU194,575,206,4,93,173,1556565.25
2024-07-01,SKU195,817,173,13,200,538,3206341.01
2024-07-01,SKU196,24,35,5,17,30,112477.2
2024-07-01,SKU197,352,140,7,88,200,1855603.2
2024-07-01,SKU198,185,47,8,108,220,499622.1
2024-07-01,SKU199,269,353,11,104,323,966648.81
2024-07-01,SKU200,164,127,14,39,121,499394.76
2024-08-01,SKU001,208,776,11,131,499,759472.48
2024-08-01,SKU002,283,360,10,91,299,1600251.8
2024-08-01,SKU003,244,130,12,46,183,1500314.52
2024-08-01,SKU004,129,113,10,85,272,160331.52
2024-08-01,SKU005,592,164,4,80,164,4399998.56
2024-08-01,SKU006,453,205,14,73,304,3001759.2
2024-08-01,SKU007,527,99,10,148,339,2396811.81
2024-08-01,SKU008,700,612,14,123,498,4664898.0
2024-08-01,SKU009,233,128,11,64,188,698436.14
2024-08-01,SKU010,103,75,8,12,40,738684.07
2024-08-01,SKU011,863,544,7,165,342,3337298.67
2024-08-01,SKU012,30,43,13,21,61,43372.2
2024-08-01,SKU013,281,305,14,65,193,2177244.2
2024-08-01,SKU014,435,351,8,101,245,1357661.1
2024-08-01,SKU015,322,412,10,82,258,404718.58
2024-08-01,SKU016,79,92,11,58,170,158675.45
2024-08-01,SKU017,70,227,4,83,134,469228.2
2024-08-01,SKU018,346,526,13,116,353,924110.64
2024-08-01,SKU019,39,5,10,24,96,126865.44
2024-08-01,SKU020,565,30,11,268,656,3129727.1
2024-08-01,SKU021,191,58,9,27,81,58648.46
2024-08-01,SKU022,199,177,4,88,137,1075115.41
2024-08-01,SKU023,272,223,13,48,167,1035395.2
2024-08-01,SKU024,253,350,14,77,282,337357.79
2024-08-01,SKU025,483,277,11,227,624,1884183.0
2024-08-01,SKU026,164,72,10,30,84,1013313.36
2024-08-01,SKU027,579,183,5,127,213,2654054.94
2024-08-01,SKU028,361,54,3,110,172,176471.24
2024-08-01,SKU029,631,27,12,159,507,2155559.1
2024-08-01,SKU030,200,146,7,41,86,412606.0
2024-08-01,SKU031,183,236,12,44,133,462139.05
2024-08-01,SKU032,385,206,10,61,177,1758295.0
2024-08-01,SKU033,128,181,3,90,126,435136.0
2024-08-01,SKU034,206,6,5,24,54,318072.24
2024-08-01,SKU035,220,377,12,127,413,1286621.6
2024-08-01,SKU036,351,202,4,75,151,526450.86
2024-08-01,SKU037,1066,818,14,365,1013,6019147.68
2024-08-01,SKU038,220,369,12,64,193,704640.2
2024-08-01,SKU039,96,13,4,27,46,293188.8
2024-08-01,SKU040,47,64,3,27,44,54733.85
2024-08-01,SKU041,123,254,3,106,156,697745.79
2024-08-01,SKU042,188,97,7,45,96,1459090.56
2024-08-01,SKU043,444,39,11,64,300,1657252.2
2024-08-01,SKU044,194,231,10,65,147,193423.82
2024-08-01,SKU045,223,246,10,114,261,405485.36
2024-08-01,SKU046,108,455,14,93,262,511806.6
2024-08-01,SKU047,177,71,4,40,65,1084749.81
2024-08-01,SKU048,65,63,12,33,85,233916.8
2024-08-01,SKU049,635,127,8,231,463,3356806.85
2024-08-01,SKU050,360,104,6,83,186,1250103.6
2024-08-01,SKU051,107,20,5,19,46,300286.94
2024-08-01,SKU052,87,94,14,41,119,91469.19
2024-08-01,SKU053,610,1376,12,199,735,4526004.8
2024-08-01,SKU054,131,17,3,22,42,384909.44
2024-08-01,SKU055,300,187,3,100,147,2303649.0
2024-08-01,SKU056,82,42,14,16,57,517928.4
2024-08-01,SKU057,186,30,14,42,179,753854.28
2024-08-01,SKU058,182,200,3,74,142,851921.98
2024-08-01,SKU059,54,6,4,10,19,152261.64
2024-08-01,SKU060,196,67,3,26,50,715705.76
2024-08-01,SKU061,181,70,10,49,143,1302340.25
2024-08-01,SKU062,238,322,12,78,300,1081419.64
2024-08-01,SKU063,138,136,9,82,248,335279.28
2024-08-01,SKU064,691,442,13,86,350,4065989.11
2024-08-01,SKU065,430,147,3,51,101,3160108.7
2024-08-01,SKU066,628,273,9,146,324,339088.6
2024-08-01,SKU067,86,74,11,14,60,574554.82
2024-08-01,SKU068,129,295,6,95,194,349310.07
2024-08-01,SKU069,980,105,5,136,309,4156856.2
2024-08-01,SKU070,205,212,6,42,123,1538389.7
2024-08-01,SKU071,106,244,9,59,133,383932.0
2024-08-01,SKU072,248,282,10,52,153,1775804.0
2024-08-01,SKU073,807,612,6,181,370,5789587.47
2024-08-01,SKU074,16,7,6,5,10,43175.2
2024-08-01,SKU075,1610,256,5,439,743,5064818.5
2024-08-01,SKU076,40,2,10,12,30,241504.8
2024-08-01,SKU077,158,103,10,82,191,334568.16
2024-08-01,SKU078,66,117,10,18,64,441613.92
2024-08-01,SKU079,359,664,11,165,394,1757383.98
2024-08-01,SKU080,696,509,14,166,474,1233569.52
2024-08-01,SKU081,297,59,4,75,137,2311150.05
2024-08-01,SKU082,179,433,14,56,240,244372.59
2024-08-01,SKU083,59,11,11,14,41,75025.58
2024-08-01,SKU084,268,111,6,57,119,320045.6
2024-08-01,SKU085,237,283,8,72,165,1126615.05
2024-08-01,SKU086,124,39,4,31,55,803764.28
2024-08-01,SKU087,218,293,6,86,187,275922.6
2024-08-01,SKU088,130,163,4,59,113,967019.3
2024-08-01,SKU089,236,181,10,77,181,952621.08
2024-08-01,SKU090,305,234,3,111,153,2335104.4
2024-08-01,SKU091,241,4,5,63,113,106681.06
2024-08-01,SKU092,75,11,3,11,19,387248.25
2024-08-01,SKU093,320,531,12,72,296,1119404.8
2024-08-01,SKU094,11,15,3,5,10,53562.63
2024-08-01,SKU095,504,4,11,134,328,1951593.84
2024-08-01,SKU096,59,82,14,20,76,22906.16
2024-08-01,SKU097,310,72,13,69,286,1991852.3
2024-08-01,SKU098,401,584,12,123,329,1749747.46
2024-08-01,SKU099,161,236,6,82,186,792776.88
2024-08-01,SKU100,658,122,5,173,290,2072653.94
2024-08-01,SKU101,214,528,9,246,534,1492232.7
2024-08-01,SKU102,262,212,7,64,134,568739.12
2024-08-01,SKU103,225,331,4,73,169,1480142.25
2024-08-01,SKU104,195,15,3,40,70,149336.85
2024-08-01,SKU105,485,210,10,79,237,3220957.75
2024-08-01,SKU106,238,550,13,89,430,324872.38
2024-08-01,SKU107,151,161,13,26,110,370943.58
2024-08-01,SKU108,15,11,6,5,11,17175.75
2024-08-01,SKU109,82,4,12,20,96,131484.54
2024-08-01,SKU110,293,158,5,139,281,1415588.48
2024-08-01,SKU111,182,107,6,34,66,494026.26
2024-08-01,SKU112,596,286,8,204,418,4190648.84
2024-08-01,SKU113,205,22,4,21,45,339605.05
2024-08-01,SKU114,331,89,5,57,117,722490.25
2024-08-01,SKU115,316,193,10,70,201,199623.52
2024-08-01,SKU116,170,75,6,41,77,732545.3
2024-08-01,SKU117,88,182,5,41,100,57437.6
2024-08-01,SKU118,21,42,6,24,45,21380.73
2024-08-01,SKU119,294,320,14,29,165,2305450.98
2024-08-01,SKU120,101,50,4,101,153,635385.95
2024-08-01,SKU121,44,14,5,6,13,56882.32
2024-08-01,SKU122,214,126,8,36,87,906339.22
2024-08-01,SKU123,96,195,8,59,185,310506.24
2024-08-01,SKU124,99,66,7,24,55,229193.91
2024-08-01,SKU125,580,426,11,140,336,2018916.2
2024-08-01,SKU126,549,645,13,76,326,1700922.78
2024-08-01,SKU127,511,25,8,78,212,1630524.35
2024-08-01,SKU128,141,698,10,184,417,359661.39
2024-08-01,SKU129,40,102,7,27,52,159082.4
2024-08-01,SKU130,516,142,14,119,497,2270203.92
2024-08-01,SKU131,162,76,3,23,40,1050414.48
2024-08-01,SKU132,339,399,9,95,225,1747582.29
2024-08-01,SKU133,1097,384,4,152,314,1995048.08
2024-08-01,SKU134,260,209,11,79,189,1799348.2
2024-08-01,SKU135,80,88,13,51,228,78959.2
2024-08-01,SKU136,195,20,5,19,50,176439.9
2024-08-01,SKU137,210,769,4,280,433,1613077.2
2024-08-01,SKU138,66,73,7,40,88,320168.64
2024-08-01,SKU139,729,558,7,163,312,5527066.59
2024-08-01,SKU140,934,238,8,188,423,4504766.06
2024-08-01,SKU141,237,153,3,83,151,373869.87
2024-08-01,SKU142,113,362,8,86,227,529556.42
2024-08-01,SKU143,171,190,6,63,147,1055140.11
2024-08-01,SKU144,103,71,11,33,81,418611.57
2024-08-01,SKU145,798,420,4,211,365,939996.12
2024-08-01,SKU146,295,93,4,115,179,274273.3
2024-08-01,SKU147,480,113,7,99,200,3000475.2
2024-08-01,SKU148,87,127,8,27,67,246705.03
2024-08-01,SKU149,184,252,6,112,201,431783.6
2024-08-01,SKU150,347,11,3,49,89,932357.77
2024-08-01,SKU151,582,1029,14,262,861,4367904.18
2024-08-01,SKU152,216,109,12,92,246,695677.68
2024-08-01,SKU153,427,125,3,86,128,3204669.16
2024-08-01,SKU154,179,34,10,32,86,709754.69
2024-08-01,SKU155,39,72,10,43,111,226692.96
2024-08-01,SKU156,565,189,8,104,262,660038.65
2024-08-01,SKU157,48,70,14,10,40,57354.72
2024-08-01,SKU158,664,47,4,154,260,3696654.0
2024-08-01,SKU159,798,195,4,183,287,5304186.3
2024-08-01,SKU160,104,64,10,56,131,395590.0
2024-08-01,SKU161,489,53,8,65,196,3602912.88
2024-08-01,SKU162,1077,973,10,223,538,1192303.62
2024-08-01,SKU163,339,21,4,88,134,830648.31
2024-08-01,SKU164,347,99,13,68,214,372938.25
2024-08-01,SKU165,368,156,7,71,156,1946156.96
2024-08-01,SKU166,408,497,13,103,307,2938420.08
2024-08-01,SKU167,75,147,11,43,137,101881.5
