Date,SKU,Product_Name,Category,Subcategory,Predicted_Demand,Current_Stock,On_Order,Lead_Time_Days,Safety_Stock,Reorder_Point,Lead_Time_Demand,Available_Inventory,Days_of_Inventory,Stock_Coverage_After_Order,Stockout_Gap,Stockout_Risk,Excess_Inventory,Overstock_Risk,Recommended_Stock_Level,Reorder_Quantity,Stock_Status,Action,Priority,Inventory_Health_Score,Health_Level
2025-09-11,SKU005,Product 005,Storage,Lamp,20.53,471,291,6,129,245,123.18,762,22.94203604481247,37.11641500243546,-347.82,Low,218.82,Medium,252.18,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-09-11,SKU006,Product 006,Furniture,Shelf,19.56,359,485,13,129,340,254.27999999999997,844,18.353783231083845,43.149284253578735,-104.72000000000003,Medium,0.0,Low,383.28,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-09-11,SKU007,Product 007,Home Decor,Cabinet,20.29,207,460,8,98,237,162.32,667,10.202069985214392,32.87333661902415,-44.68000000000001,Medium,0.0,Low,260.32,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-09-11,SKU008,Product 008,Kitchen,Rug,20.06,325,155,3,91,161,60.17999999999999,480,16.201395812562314,23.928215353938185,-264.82,Low,173.82,Medium,151.18,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-09-11,SKU009,Product 009,Lighting,Organizer,20.02,75,89,7,63,131,140.14,164,3.746253746253746,8.191808191808192,65.13999999999999,High,0.0,Low,203.14,39.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-11,SKU010,Product 010,Storage,Sofa,23.41,83,70,13,22,60,304.33,153,3.545493378897907,6.5356685177274665,221.32999999999998,High,0.0,Low,326.33,173.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-09-11,SKU011,Product 011,Furniture,Chair,24.4,753,269,3,179,247,73.19999999999999,1022,30.86065573770492,41.885245901639344,-679.8,Low,500.79999999999995,High,252.2,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-11,SKU012,Product 012,Home Decor,Table,19.51,47,60,12,16,58,234.12,107,2.409021014864172,5.484366991286519,187.12,High,0.0,Low,250.12,143.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-11,SKU013,Product 013,Kitchen,Cushion,19.21,151,95,4,32,61,76.84,246,7.860489328474753,12.805830296720458,-74.16,Low,42.16,Low,108.84,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-11,SKU014,Product 014,Lighting,Cookware,19.29,309,334,10,130,299,192.89999999999998,643,16.018662519440124,33.333333333333336,-116.10000000000002,Medium,0.0,Low,322.9,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-09-11,SKU015,Product 015,Storage,Lamp,19.65,187,245,9,119,265,176.85,432,9.516539440203562,21.984732824427482,-10.150000000000006,Medium,0.0,Low,295.85,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-09-11,SKU016,Product 016,Furniture,Shelf,18.94,255,187,11,30,129,208.34,442,13.463569165786694,23.336853220696938,-46.66,Low,16.659999999999997,Low,238.34,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-11,SKU017,Product 017,Home Decor,Cabinet,23.16,95,26,12,108,274,277.92,121,4.101899827288428,5.224525043177893,182.92000000000002,High,0.0,Low,385.92,265.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-11,SKU018,Product 018,Kitchen,Rug,20.13,235,102,8,66,184,161.04,337,11.674118231495282,16.74118231495281,-73.96000000000001,Low,7.960000000000008,Low,227.04,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-11,SKU019,Product 019,Lighting,Organizer,20.72,227,114,14,25,126,290.08,341,10.955598455598457,16.457528957528957,63.079999999999984,High,0.0,Low,315.08,0.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-09-11,SKU020,Product 020,Storage,Sofa,20.25,1002,353,3,129,227,60.75,1355,49.48148148148148,66.91358024691358,-941.25,Low,812.25,High,189.75,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-11,SKU021,Product 021,Furniture,Chair,20.04,88,97,9,36,88,180.35999999999999,185,4.39121756487026,9.231536926147704,92.35999999999999,High,0.0,Low,216.35999999999999,31.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-11,SKU022,Product 022,Home Decor,Table,20.14,95,194,8,76,163,161.12,289,4.716981132075472,14.349553128103276,66.12,High,0.0,Low,237.12,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-11,SKU023,Product 023,Kitchen,Cushion,20.39,130,79,12,41,148,244.68,209,6.375674350171653,10.25012260912212,114.68,High,0.0,Low,285.68,77.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-11,SKU024,Product 024,Lighting,Cookware,26.54,341,18,14,60,259,371.56,359,12.848530519969858,13.526752072343633,30.560000000000002,High,0.0,Low,431.56,73.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-09-11,SKU025,Product 025,Storage,Lamp,24.83,1124,61,14,121,582,347.62,1185,45.267821184051556,47.72452678211841,-776.38,Low,655.38,High,468.62,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-11,SKU026,Product 026,Furniture,Shelf,19.79,160,70,5,31,59,98.94999999999999,230,8.08489135927236,11.622031328954018,-61.05000000000001,Low,30.05000000000001,Low,129.95,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-11,SKU027,Product 027,Home Decor,Cabinet,19.6,567,103,3,83,133,58.800000000000004,670,28.928571428571427,34.183673469387756,-508.2,Low,425.2,High,141.8,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-11,SKU028,Product 028,Kitchen,Rug,19.38,174,55,11,114,337,213.17999999999998,229,8.978328173374614,11.816305469556244,39.17999999999998,High,0.0,Low,327.17999999999995,98.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-11,SKU029,Product 029,Lighting,Organizer,18.87,261,520,5,196,329,94.35000000000001,781,13.831478537360889,41.38844727080021,-166.64999999999998,Medium,0.0,Low,290.35,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-09-11,SKU030,Product 030,Storage,Sofa,19.02,166,32,9,43,104,171.18,198,8.727655099894848,10.410094637223976,5.180000000000007,High,0.0,Low,214.18,16.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-09-11,SKU031,Product 031,Furniture,Chair,20.76,93,40,13,28,113,269.88,133,4.479768786127167,6.40655105973025,176.88,High,0.0,Low,297.88,165.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-11,SKU032,Product 032,Home Decor,Table,20.7,278,214,11,60,185,227.7,492,13.429951690821257,23.768115942028988,-50.30000000000001,Medium,0.0,Low,287.7,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-09-11,SKU033,Product 033,Kitchen,Cushion,19.29,208,168,12,55,183,231.48,376,10.782789009849663,19.491964748574393,23.47999999999999,High,0.0,Low,286.48,0.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-09-11,SKU034,Product 034,Lighting,Cookware,19.18,34,103,5,34,58,95.9,137,1.772679874869656,7.142857142857143,61.900000000000006,High,0.0,Low,129.9,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-11,SKU035,Product 035,Storage,Lamp,18.22,670,76,8,137,304,145.76,746,36.77277716794731,40.944017563117455,-524.24,Low,387.24,High,282.76,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-11,SKU036,Product 036,Furniture,Shelf,18.6,383,135,3,77,129,55.800000000000004,518,20.591397849462364,27.849462365591396,-327.2,Low,250.2,Medium,132.8,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-09-11,SKU037,Product 037,Home Decor,Cabinet,18.94,355,687,8,315,644,151.52,1042,18.74340021119324,55.01583949313621,-203.48,Medium,0.0,Low,466.52,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-09-11,SKU038,Product 038,Kitchen,Rug,20.57,159,310,12,56,175,246.84,469,7.729703451628585,22.800194457948468,87.84,High,0.0,Low,302.84000000000003,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-11,SKU039,Product 039,Lighting,Organizer,21.4,93,35,3,17,31,64.19999999999999,128,4.345794392523365,5.981308411214954,-28.80000000000001,Low,11.800000000000011,Low,81.19999999999999,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-11,SKU040,Product 040,Storage,Sofa,19.71,67,29,9,36,93,177.39000000000001,96,3.3992897006595637,4.87062404870624,110.39000000000001,High,0.0,Low,213.39000000000001,117.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-11,SKU041,Product 041,Furniture,Chair,18.07,440,40,4,78,139,72.28,480,24.349750968456004,26.563364692861096,-367.72,Low,289.72,High,150.28,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-11,SKU042,Product 042,Home Decor,Table,17.5,90,120,6,41,88,105.0,210,5.142857142857143,12.0,15.0,High,0.0,Low,146.0,0.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-09-11,SKU043,Product 043,Kitchen,Cushion,18.02,559,211,12,142,393,216.24,770,31.021087680355162,42.730299667036626,-342.76,Low,200.76,Medium,358.24,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-09-11,SKU044,Product 044,Lighting,Cookware,17.38,223,39,5,55,93,86.89999999999999,262,12.83084004602992,15.074798619102417,-136.10000000000002,Low,81.10000000000002,Low,141.89999999999998,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-11,SKU045,Product 045,Storage,Lamp,21.54,307,142,4,88,142,86.16,449,14.25255338904364,20.84493964716806,-220.84,Low,132.84,Low,174.16,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-11,SKU046,Product 046,Furniture,Shelf,21.49,119,182,4,46,96,85.96,301,5.537459283387623,14.006514657980457,-33.040000000000006,Medium,0.0,Low,131.95999999999998,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-09-11,SKU047,Product 047,Home Decor,Cabinet,17.02,201,129,9,44,99,153.18,330,11.809635722679202,19.38895417156287,-47.81999999999999,Low,3.819999999999993,Low,197.18,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-11,SKU048,Product 048,Kitchen,Rug,17.21,106,50,3,22,31,51.63,156,6.159209761766415,9.064497385241138,-54.37,Low,32.37,Low,73.63,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-11,SKU049,Product 049,Lighting,Organizer,16.56,780,599,5,206,344,82.8,1379,47.10144927536232,83.27294685990339,-697.2,Low,491.20000000000005,High,288.8,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-11,SKU050,Product 050,Storage,Sofa,16.22,328,525,14,69,316,227.07999999999998,853,20.22194821208385,52.589395807644884,-100.92000000000002,Low,31.920000000000016,Low,296.08,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-12,SKU001,Product 001,Furniture,Chair,18.26,771,147,4,159,289,73.04,918,42.22343921139102,50.273822562979184,-697.96,Low,538.96,High,232.04000000000002,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-12,SKU002,Product 002,Home Decor,Table,20.48,526,29,3,94,149,61.44,555,25.68359375,27.099609375,-464.56,Low,370.56,High,155.44,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-12,SKU003,Product 003,Kitchen,Cushion,25.27,349,12,3,88,123,75.81,361,13.810842896715473,14.285714285714286,-273.19,Low,185.19,Medium,163.81,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-09-12,SKU004,Product 004,Lighting,Cookware,17.14,259,254,6,98,196,102.84,513,15.110851808634772,29.929988331388564,-156.16,Low,58.16,Low,200.84,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-12,SKU005,Product 005,Storage,Lamp,17.87,471,291,6,129,245,107.22,762,26.357022943480693,42.64129826524902,-363.78,Low,234.77999999999997,Medium,236.22,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-09-12,SKU006,Product 006,Furniture,Shelf,18.08,359,485,13,129,340,235.03999999999996,844,19.85619469026549,46.681415929203546,-123.96000000000004,Medium,0.0,Low,364.03999999999996,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-09-12,SKU007,Product 007,Home Decor,Cabinet,17.41,207,460,8,98,237,139.28,667,11.889718552556003,38.311315336013784,-67.72,Medium,0.0,Low,237.28,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-09-12,SKU008,Product 008,Kitchen,Rug,18.04,325,155,3,91,161,54.12,480,18.015521064301552,26.607538802660756,-270.88,Low,179.88,Medium,145.12,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-09-12,SKU009,Product 009,Lighting,Organizer,25.37,75,89,7,63,131,177.59,164,2.956247536460386,6.464327946393378,102.59,High,0.0,Low,240.59,77.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-12,SKU010,Product 010,Storage,Sofa,27.29,83,70,13,22,60,354.77,153,3.041407108831074,5.606449248809088,271.77,High,0.0,Low,376.77,224.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-09-12,SKU011,Product 011,Furniture,Chair,17.61,753,269,3,179,247,52.83,1022,42.759795570698465,58.03520726859739,-700.17,Low,521.17,High,231.82999999999998,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-12,SKU012,Product 012,Home Decor,Table,17.0,47,60,12,16,58,204.0,107,2.764705882352941,6.294117647058823,157.0,High,0.0,Low,220.0,113.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-12,SKU013,Product 013,Kitchen,Cushion,16.39,151,95,4,32,61,65.56,246,9.212934716290421,15.0091519219036,-85.44,Low,53.44,Low,97.56,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-12,SKU014,Product 014,Lighting,Cookware,16.33,309,334,10,130,299,163.29999999999998,643,18.922229026331905,39.37538273116963,-145.70000000000002,Low,15.700000000000017,Low,293.29999999999995,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-12,SKU015,Product 015,Storage,Lamp,16.85,187,245,9,119,265,151.65,432,11.097922848664687,25.637982195845694,-35.349999999999994,Medium,0.0,Low,270.65,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-09-12,SKU016,Product 016,Furniture,Shelf,24.15,255,187,11,30,129,265.65,442,10.559006211180124,18.302277432712216,10.649999999999977,High,0.0,Low,295.65,0.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-09-12,SKU017,Product 017,Home Decor,Cabinet,25.5,95,26,12,108,274,306.0,121,3.7254901960784315,4.745098039215686,211.0,High,0.0,Low,414.0,293.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-12,SKU018,Product 018,Kitchen,Rug,18.06,235,102,8,66,184,144.48,337,13.01218161683278,18.660022148394244,-90.52000000000001,Low,24.52000000000001,Low,210.48,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-12,SKU019,Product 019,Lighting,Organizer,18.32,227,114,14,25,126,256.48,341,12.390829694323143,18.61353711790393,29.480000000000018,High,0.0,Low,281.48,0.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-09-12,SKU020,Product 020,Storage,Sofa,17.83,1002,353,3,129,227,53.489999999999995,1355,56.19742007851936,75.99551318003365,-948.51,Low,819.51,High,182.49,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-12,SKU021,Product 021,Furniture,Chair,17.65,88,97,9,36,88,158.85,185,4.985835694050992,10.48158640226629,70.85,High,0.0,Low,194.85,10.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-12,SKU022,Product 022,Home Decor,Table,18.05,95,194,8,76,163,144.4,289,5.263157894736842,16.01108033240997,49.400000000000006,High,0.0,Low,220.4,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-12,SKU023,Product 023,Kitchen,Cushion,24.83,130,79,12,41,148,297.96,209,5.235602094240838,8.417237213048733,167.95999999999998,High,0.0,Low,338.96,130.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-12,SKU024,Product 024,Lighting,Cookware,25.52,341,18,14,60,259,357.28,359,13.362068965517242,14.067398119122258,16.279999999999973,High,0.0,Low,417.28,58.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-09-12,SKU025,Product 025,Storage,Lamp,17.43,1124,61,14,121,582,244.01999999999998,1185,64.48651749856569,67.98623063683304,-879.98,Low,758.98,High,365.02,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-12,SKU026,Product 026,Furniture,Shelf,17.51,160,70,5,31,59,87.55000000000001,230,9.137635636778983,13.135351227869787,-72.44999999999999,Low,41.44999999999999,Low,118.55000000000001,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-12,SKU027,Product 027,Home Decor,Cabinet,17.37,567,103,3,83,133,52.11,670,32.64248704663212,38.57225100748417,-514.89,Low,431.89,High,135.11,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-12,SKU028,Product 028,Kitchen,Rug,17.52,174,55,11,114,337,192.72,229,9.931506849315069,13.070776255707763,18.72,High,0.0,Low,306.72,78.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-12,SKU029,Product 029,Lighting,Organizer,16.79,261,520,5,196,329,83.94999999999999,781,15.544967242406194,46.51578320428827,-177.05,Medium,0.0,Low,279.95,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-09-12,SKU030,Product 030,Storage,Sofa,20.5,166,32,9,43,104,184.5,198,8.097560975609756,9.658536585365853,18.5,High,0.0,Low,227.5,30.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-09-12,SKU031,Product 031,Furniture,Chair,20.54,93,40,13,28,113,267.02,133,4.527750730282376,6.4751703992210325,174.01999999999998,High,0.0,Low,295.02,162.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-12,SKU032,Product 032,Home Decor,Table,16.79,278,214,11,60,185,184.69,492,16.557474687313878,29.303156640857654,-93.31,Low,33.31,Low,244.69,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-12,SKU033,Product 033,Kitchen,Cushion,18.08,208,168,12,55,183,216.95999999999998,376,11.504424778761063,20.796460176991154,8.95999999999998,High,0.0,Low,271.96,0.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-09-12,SKU034,Product 034,Lighting,Cookware,18.18,34,103,5,34,58,90.9,137,1.8701870187018703,7.5357535753575355,56.900000000000006,High,0.0,Low,124.9,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-12,SKU035,Product 035,Storage,Lamp,17.67,670,76,8,137,304,141.36,746,37.917374080362194,42.218449349179394,-528.64,Low,391.64,High,278.36,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-12,SKU036,Product 036,Furniture,Shelf,18.42,383,135,3,77,129,55.260000000000005,518,20.792616720955483,28.12160694896851,-327.74,Low,250.74,Medium,132.26,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-09-12,SKU037,Product 037,Home Decor,Cabinet,20.9,355,687,8,315,644,167.2,1042,16.985645933014354,49.856459330143544,-187.8,Medium,0.0,Low,482.2,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-09-12,SKU038,Product 038,Kitchen,Rug,21.08,159,310,12,56,175,252.95999999999998,469,7.5426944971537,22.248576850094878,93.95999999999998,High,0.0,Low,308.96,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-12,SKU039,Product 039,Lighting,Organizer,17.01,93,35,3,17,31,51.03,128,5.467372134038801,7.5249853027630795,-41.97,Low,24.97,Low,68.03,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-12,SKU040,Product 040,Storage,Sofa,16.72,67,29,9,36,93,150.48,96,4.007177033492823,5.741626794258374,83.47999999999999,High,0.0,Low,186.48,90.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-12,SKU041,Product 041,Furniture,Chair,17.03,440,40,4,78,139,68.12,480,25.836758661186142,28.185554903112152,-371.88,Low,293.88,High,146.12,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-12,SKU042,Product 042,Home Decor,Table,17.69,90,120,6,41,88,106.14000000000001,210,5.087620124364047,11.87111362351611,16.140000000000015,High,0.0,Low,147.14000000000001,0.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-09-12,SKU043,Product 043,Kitchen,Cushion,18.76,559,211,12,142,393,225.12,770,29.79744136460554,41.04477611940298,-333.88,Low,191.88,Medium,367.12,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-09-12,SKU044,Product 044,Lighting,Cookware,18.07,223,39,5,55,93,90.35,262,12.340896513558384,14.499169894853347,-132.65,Low,77.65,Low,145.35,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-12,SKU045,Product 045,Storage,Lamp,17.94,307,142,4,88,142,71.76,449,17.112597547380155,25.02787068004459,-235.24,Low,147.24,Medium,159.76,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-09-12,SKU046,Product 046,Furniture,Shelf,16.77,119,182,4,46,96,67.08,301,7.0960047704233755,17.94871794871795,-51.92,Low,5.920000000000002,Low,113.08,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-12,SKU047,Product 047,Home Decor,Cabinet,18.14,201,129,9,44,99,163.26,330,11.080485115766262,18.191841234840133,-37.74000000000001,Medium,0.0,Low,207.26,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-09-12,SKU048,Product 048,Kitchen,Rug,16.26,106,50,3,22,31,48.78,156,6.519065190651906,9.59409594095941,-57.22,Low,35.22,Low,70.78,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-12,SKU049,Product 049,Lighting,Organizer,17.96,780,599,5,206,344,89.80000000000001,1379,43.42984409799554,76.78173719376392,-690.2,Low,484.20000000000005,High,295.8,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-12,SKU050,Product 050,Storage,Sofa,17.07,328,525,14,69,316,238.98000000000002,853,19.214997070884593,49.97070884592853,-89.01999999999998,Low,20.019999999999982,Low,307.98,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-13,SKU001,Product 001,Furniture,Chair,19.15,771,147,4,159,289,76.6,918,40.26109660574413,47.93733681462141,-694.4,Low,535.4,High,235.6,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-13,SKU002,Product 002,Home Decor,Table,19.31,526,29,3,94,149,57.92999999999999,555,27.239772138788194,28.741584671154843,-468.07,Low,374.07,High,151.93,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-13,SKU003,Product 003,Kitchen,Cushion,17.43,349,12,3,88,123,52.29,361,20.022948938611588,20.711417096959266,-296.71,Low,208.70999999999998,Medium,140.29,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-09-13,SKU004,Product 004,Lighting,Cookware,16.38,259,254,6,98,196,98.28,513,15.811965811965813,31.31868131868132,-160.72,Low,62.72,Low,196.28,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-13,SKU005,Product 005,Storage,Lamp,17.09,471,291,6,129,245,102.53999999999999,762,27.55997659449971,44.587478057343475,-368.46000000000004,Low,239.46000000000004,High,231.54,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-13,SKU006,Product 006,Furniture,Shelf,16.88,359,485,13,129,340,219.44,844,21.267772511848342,50.0,-139.56,Low,10.560000000000002,Low,348.44,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-13,SKU007,Product 007,Home Decor,Cabinet,17.26,207,460,8,98,237,138.08,667,11.993047508690614,38.64426419466975,-68.91999999999999,Medium,0.0,Low,236.08,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-09-13,SKU008,Product 008,Kitchen,Rug,22.38,325,155,3,91,161,67.14,480,14.521894548704202,21.447721179624665,-257.86,Low,166.86,Medium,158.14,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-09-13,SKU009,Product 009,Lighting,Organizer,20.41,75,89,7,63,131,142.87,164,3.6746692797648213,8.035276825085742,67.87,High,0.0,Low,205.87,42.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-13,SKU010,Product 010,Storage,Sofa,16.16,83,70,13,22,60,210.08,153,5.1361386138613865,9.467821782178218,127.08000000000001,High,0.0,Low,232.08,79.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-09-13,SKU011,Product 011,Furniture,Chair,15.2,753,269,3,179,247,45.599999999999994,1022,49.53947368421053,67.23684210526316,-707.4,Low,528.4,High,224.6,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-13,SKU012,Product 012,Home Decor,Table,14.79,47,60,12,16,58,177.48,107,3.1778228532792427,7.234617985125085,130.48,High,0.0,Low,193.48,86.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-13,SKU013,Product 013,Kitchen,Cushion,16.0,151,95,4,32,61,64.0,246,9.4375,15.375,-87.0,Low,55.0,Low,96.0,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-13,SKU014,Product 014,Lighting,Cookware,15.73,309,334,10,130,299,157.3,643,19.6439923712651,40.87730451366815,-151.7,Low,21.69999999999999,Low,287.3,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-13,SKU015,Product 015,Storage,Lamp,25.88,187,245,9,119,265,232.92,432,7.225656877897991,16.69242658423493,45.91999999999999,High,0.0,Low,351.91999999999996,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-13,SKU016,Product 016,Furniture,Shelf,25.52,255,187,11,30,129,280.71999999999997,442,9.992163009404388,17.31974921630094,25.71999999999997,High,0.0,Low,310.71999999999997,0.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-09-13,SKU017,Product 017,Home Decor,Cabinet,17.29,95,26,12,108,274,207.48,121,5.4945054945054945,6.9982648930017355,112.47999999999999,High,0.0,Low,315.48,194.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-13,SKU018,Product 018,Kitchen,Rug,16.57,235,102,8,66,184,132.56,337,14.182257091128545,20.337960168980086,-102.44,Low,36.44,Low,198.56,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-09-13,SKU019,Product 019,Lighting,Organizer,17.5,227,114,14,25,126,245.0,341,12.971428571428572,19.485714285714284,18.0,High,0.0,Low,270.0,0.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-09-13,SKU020,Product 020,Storage,Sofa,16.25,1002,353,3,129,227,48.75,1355,61.66153846153846,83.38461538461539,-953.25,Low,824.25,High,177.75,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-09-13,SKU021,Product 021,Furniture,Chair,16.47,88,97,9,36,88,148.23,185,5.343047965998786,11.232544019429266,60.22999999999999,High,0.0,Low,184.23,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-09-13,SKU022,Product 022,Home Decor,Table,25.81,95,194,8,76,163,206.48,289,3.6807438977140645,11.197210383572259,111.47999999999999,High,0.0,Low,282.48,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
